manufacturers,models,titels,dates,types,refrigerants,mass_of_refrigerants,spl_indoor,spl_outdoor,eta,p_rated,scop,t_biv,tol,p_th_minus7,cop_minus7,p_th_2,cop_2,p_th_7,cop_7,p_th_12,cop_12,p_th_tbiv,cop_tbiv,p_th_tol,cop_tol,rated_airflows,wtols,poffs,ptos,psbs,pcks,supply_energy,supp_energy_types,p_sups,p_design_cools,seers,pdcs_35,eer_35,pdcs_30,eer_30,pdcs_25,eer_25,pdcs_20,eer_20,temperatures
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-8,Bosch Compress 3000 AWS-8 M,18.07.2017,Outdoor Air/Water,R410A,"1,600 kg",38,65,187,7.43,4.74,-10,-10,6.63,3.08,4.00,4.75,3.66,5.96,3.99,6.82,7.44,2.51,7.44,2.51,,57,13,13,13,17,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-8,Bosch Compress 3000 AWS-8 M,18.07.2017,Outdoor Air/Water,R410A,"1,600 kg",38,65,131,5.20,3.35,-9,-9,4.55,2.00,3.94,3.41,3.46,4.41,4.14,5.84,5.02,1.33,5.02,1.33,,57,13,13,13,17,Electricity,1,5.20,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-8,Bosch Compress 3000 AWS-8 MS,18.07.2017,Outdoor Air/Water,R410A,"1,600 kg",38,65,187,7.43,4.74,-10,-10,6.63,3.08,4.00,4.75,3.66,5.96,3.99,6.82,7.44,2.51,7.44,2.51,,57,13,13,13,17,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,Bosch Compress 3000 AWS-8,Bosch Compress 3000 AWS-8 MS,18.07.2017,Outdoor Air/Water,R410A,"1,600 kg",38,65,131,5.20,3.35,-9,-9,4.55,2.00,3.94,3.41,3.46,4.41,4.14,5.84,5.02,1.33,5.02,1.33,,57,13,13,13,17,Electricity,1,5.20,,,,,,,,,,,high
 Argoclima S.p.A,AIM14,AIM14EMX,10.10.2018,Outdoor Air/Water,R410A,"3,100 kg",,70,153,9.83,3.91,-7,-10,8.70,2.49,4.95,3.72,4.17,5.53,2.86,6.64,8.70,2.49,7.96,2.24,,55,5,8,5,35,Electricity,1,1.88,,,,,,,,,,,low
 Argoclima S.p.A,AIM14,AIM14EMX,10.10.2018,Outdoor Air/Water,R410A,"3,100 kg",,70,111,9.52,2.84,-7,-10,8.42,1.58,5.09,2.83,3.53,3.87,4.57,6.01,8.42,1.58,6.81,1.19,,55,5,8,5,35,Electricity,1,2.72,,,,,,,,,,,high
 Argoclima S.p.A,AIM14,AIM14EMX3PH,10.10.2018,Outdoor Air/Water,R410A,"3,100 kg",,70,153,9.83,3.91,-7,-10,8.70,2.49,4.95,3.72,4.17,5.53,2.86,6.64,8.70,2.49,7.96,2.24,,55,5,8,5,35,Electricity,1,1.88,,,,,,,,,,,low
 Argoclima S.p.A,AIM14,AIM14EMX3PH,10.10.2018,Outdoor Air/Water,R410A,"3,100 kg",,70,111,9.52,2.84,-7,-10,8.42,1.58,5.09,2.83,3.53,3.87,4.57,6.01,8.42,1.58,6.81,1.19,,55,5,8,5,35,Electricity,1,2.72,,,,,,,,,,,high
 Ochsner Wärmepumpen GmbH,TERRA 6 HPLA,"TERRA 6 HPLA , average climate",30.09.2020,Brine/Water,R410A,"1,400 kg",43,0,205,6.00,5.32,-10,-10,5.80,4.87,5.90,5.24,6.00,5.61,6.00,6.03,5.80,4.81,5.80,4.81,0,65,0,54,9,0,Electricity,1,0.00,,,,,,,,,,,low
 Ochsner Wärmepumpen GmbH,TERRA 6 HPLA,"TERRA 6 HPLA , average climate",30.09.2020,Brine/Water,R410A,"1,400 kg",43,0,134,5.00,3.55,-10,-10,5.30,2.94,5.50,3.49,5.60,3.92,5.70,4.44,5.20,2.81,5.20,2.81,0,65,0,54,9,0,Electricity,1,0.00,,,,,,,,,,,high
 Ochsner Wärmepumpen GmbH,TERRA 6 HPLA,"TERRA 6 HPLA, low temperature, all climates",30.09.2020,Brine/Water,R410A,"1,400 kg",43,0,205,6.00,5.32,-10,-10,5.80,4.87,5.90,5.24,6.00,5.61,6.00,6.03,5.80,4.81,5.80,4.81,0,65,0,54,9,0,Electricity,1,0.00,,,,,,,,,,,low
 Ochsner Wärmepumpen GmbH,TERRA 6 HPLA,"TERRA 6 HPLA, low temperature, all climates",30.09.2020,Brine/Water,R410A,"1,400 kg",,,,,,,,,,,,,,,,,,,,,,,,,,Electricity,,,,,,,,,,,,,high
 DAIKIN Europe N.V.,ROTEX HPSU MONOBLOC COMPACT 16KW (500L),RBLQ016CW1 / RKHW16MX500C,,Outdoor Air/Water,R410A,"3,400 kg",40,64,149,16.00,3.80,-5,-10,12.40,2.33,8.60,3.74,5.70,6.77,6.50,8.97,12.10,2.56,11.70,2.05,,35,55,57,55,55,,1,4.40,,,,,,,,,,,low
 DAIKIN Europe N.V.,ROTEX HPSU MONOBLOC COMPACT 16KW (500L),RBLQ016CW1 / RKHW16MX500C,,Outdoor Air/Water,R410A,"3,400 kg",40,64,119,14.00,3.06,-7,-10,12.20,1.78,7.60,3.12,4.80,4.40,5.40,6.36,12.20,1.78,13.30,1.71,,55,55,57,55,55,,1,0.90,,,,,,,,,,,high
 DAIKIN Europe N.V.,ROTEX HPSU MONOBLOC COMPACT 16KW (500L),RBLQ016CW1 / RKHW16MXB500C,,Outdoor Air/Water,R410A,"3,400 kg",40,64,149,16.00,3.80,-5,-10,12.40,2.33,8.60,3.74,5.70,6.77,6.50,8.97,12.10,2.56,11.70,2.05,,35,55,57,55,55,,1,4.40,,,,,,,,,,,low
 DAIKIN Europe N.V.,ROTEX HPSU MONOBLOC COMPACT 16KW (500L),RBLQ016CW1 / RKHW16MXB500C,,Outdoor Air/Water,R410A,"3,400 kg",40,64,119,14.00,3.06,-7,-10,12.20,1.78,7.60,3.12,4.80,4.40,5.40,6.36,12.20,1.78,13.30,1.71,,55,55,57,55,55,,1,0.90,,,,,,,,,,,high
 Groupe Atlantic,Thermastage Silent Combi TSC14/ TOC14RIY,Silent Combi TSC14/ TOC14RIY,22.12.2020,Outdoor Air/Water,R410A,"3,800 kg",45,67,163,16.10,4.15,-7,-10,14.20,2.79,8.70,4.17,7.00,5.34,8.10,6.76,14.20,2.79,14.10,2.54,,60,19,100,23,0,Electricity,1,2.00,,,,,,,,,,,low
 Groupe Atlantic,Thermastage Silent Combi TSC14/ TOC14RIY,Silent Combi TSC14/ TOC14RIY,22.12.2020,Outdoor Air/Water,R410A,"3,800 kg",45,67,125,13.60,3.21,-7,-10,12.00,1.98,7.30,3.15,6.30,4.30,7.60,5.99,12.00,1.98,10.60,1.75,,60,19,46,23,0,Electricity,1,3.00,,,,,,,,,,,high
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 018T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,71,181,17.99,4.60,-7,-10,15.90,2.85,9.66,4.59,6.56,5.99,3.76,7.08,15.90,2.85,17.99,2.49,,60,18,96,18,0,Electricity,1,0.00,,,,,,,,,,,low
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 018T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,71,125,17.67,3.21,-7,-10,15.61,1.72,9.59,3.32,6.37,4.48,3.57,5.27,15.61,1.72,15.00,1.17,,60,18,96,18,0,Electricity,1,2.64,,,,,,,,,,,high
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 022T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,73,178,22.31,4.53,-7,-10,19.72,2.74,12.03,4.41,8.00,6.29,3.79,7.14,19.72,2.74,20.33,2.35,,60,18,96,18,0,Electricity,1,1.97,,,,,,,,,,,low
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 022T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,73,126,22.43,3.22,-7,-10,19.82,1.74,11.89,3.32,7.97,4.66,3.60,5.32,19.82,1.74,13.81,1.08,,60,18,96,18,0,Electricity,1,8.60,,,,,,,,,,,high
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 026T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,75,177,25.04,4.50,-7,-10,22.12,2.57,13.76,4.44,9.36,6.52,4.09,7.35,22.12,2.57,20.33,2.35,,60,18,96,18,0,Electricity,1,4.68,,,,,,,,,,,low
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 026T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,75,123,26.15,3.14,-6,-10,20.64,1.69,14.26,3.12,9.29,4.74,3.89,5.48,22.11,1.88,13.86,1.08,,60,18,96,18,0,Electricity,1,12.28,,,,,,,,,,,high
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 030T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,77,165,29.18,4.19,-5,-10,21.90,2.54,16.16,4.16,10.64,6.38,4.54,7.72,23.51,2.71,20.37,2.35,,60,18,96,18,0,Electricity,1,8.75,,,,,,,,,,,low
 Riello S.p.A.   ,Beretta HYDRO UNIT M 18 22 26 30 kW,HYDRO UNIT M 030T,05.11.2021,Outdoor Air/Water,R32,"5,000 kg",,77,123,29.69,3.14,-5,-10,20.11,1.63,16.49,3.09,10.50,4.75,4.64,5.91,23.97,2.02,13.82,1.07,,60,18,96,18,0,Electricity,1,15.86,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETBH16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETBH16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETBX16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETBX16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVH16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVH16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVH16S18E(6V/9W) + cooling kit,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVH16S18E(6V/9W) + cooling kit,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVH16SU18E6V,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVH16SU18E6V,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVX16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVX16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVZ16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV3 / ETVZ16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETBH16E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETBH16E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETBX16E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETBX16E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVH16S18E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVH16S18E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVH16SU18E6V7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVH16SU18E6V7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVX16S18E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVX16S18E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVX16S18E(6V/9W)7 + cooling kit,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVX16S18E(6V/9W)7 + cooling kit,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVZ16S18E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,177,12.5,4.51,-7,-10,11.1,3.12,6.7,4.44,5.7,5.84,6,7.4,11.1,3.12,11.1,2.76,,35,21,41,21,0,Electricity,1,1.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DV37 / ETVZ16S18E(6V/9W)7,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.58,-10,-10,11.2,2.47,6.9,3.56,6.9,4.44,6.2,5.72,12.2,2.19,12.2,2.19,,55,21,41,21,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETBH16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETBH16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETBX16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETBX16E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVH16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVH16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVH16S18E(6V/9W) + cooling kit,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVH16S18E(6V/9W) + cooling kit,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVH16SU18E6V,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVH16SU18E6V,07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVX16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVX16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVZ16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,186,12.5,4.71,-7,-10,10.7,2.97,6.9,4.94,6.2,5.95,5.6,7.07,10.7,2.97,12.1,2.88,,35,31,33,42,0,Electricity,1,0.4,7.88,4.08,7.88,2.69,5.92,3.69,5.09,4.63,5.13,5.61,low
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H HT W/F 16KW (180L),EPRA16DW1 / ETVZ16S18E(6V/9W),07.02.2020,Outdoor Air/Water,R32,"4,200 kg",44,54,140,12.5,3.57,-10,-10,11.1,2.43,6.7,3.52,6.5,4.54,5.2,5.97,12.5,2.12,12.5,2.12,,55,31,33,42,0,Electricity,1,0,,,,,,,,,,,high
