,title,application,indoor,outdoor,coolingMode7c12c,coolingMode18c23c,colderClimate,warmerClimate,reversibility,colderForHeating,warmerForHeating,en145112Certification,heatSource,additionalOutdoorAir,additionalExhaustAir,additionalIndoorAir,additionalNonheatedSpaceAir,powerSupply,offPeakProduct,Refrigerant,Mass of Refrigerant,Date,Manufacturer,Modelname,Type,Energy
 Ariston Thermo Group NIMBUS PLUS 120 S NET R32 - CD1 450 HHP,NIMBUS PLUS 120 S NET R32 - CD1 450 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 450 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 120 S-T NET R32 - CD1 450 HHP,NIMBUS PLUS 120 S-T NET R32 - CD1 450 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 450 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 150 S NET R32 - CD1 450 HHP,NIMBUS PLUS 150 S NET R32 - CD1 450 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 450 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 150 S-T NET R32 - CD1 450 HHP,NIMBUS PLUS 150 S-T NET R32 - CD1 450 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 450 HHP,Outdoor Air/Water,Electricity
 Enertech CTC AB CTC EcoAir 510M 1x230V,CTC EcoAir 510M 1x230V,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"2,200 kg",, Enertech CTC AB,CTC EcoAir 510M 1x230V,Outdoor Air/Water,
 Eurofred S.A. AOWD-MB SMART-36TK +  WITD-AQUATANK MB-300-3,AOWD-MB SMART-36TK +  WITD-AQUATANK MB-300-3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"2,200 kg",08.03.2021, Eurofred S.A.,DAITSU MONOBLOC 3D SMART 36,Outdoor Air/Water,Electricity
 Groupe Atlantic PACIFIC H-TECH 60 tri Taille 16,PACIFIC H-TECH 60 tri Taille 16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,500 kg",22.03.2023, Groupe Atlantic,PACIFIC H-TECH 60 Tri Taille 16,Outdoor Air/Water,Electricity
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWE-200S - Heating Only,RAS-4WHVNPE  RWD-4.0NWE-200S - Heating Only,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWE-200S - with cooling kit,RAS-4WHVNPE  RWD-4.0NWE-200S - with cooling kit,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWE-200S-K - UK- Heating Only,RAS-4WHVNPE  RWD-4.0NWE-200S-K - UK- Heating Only,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWE-260S - Heating Only,RAS-4WHVNPE  RWD-4.0NWE-260S - Heating Only,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWE-260S - with cooling kit,RAS-4WHVNPE  RWD-4.0NWE-260S - with cooling kit,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWE-260S-K - UK- Heating Only,RAS-4WHVNPE  RWD-4.0NWE-260S-K - UK- Heating Only,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWSE-260S - Solar  - with cooling kit,RAS-4WHVNPE  RWD-4.0NWSE-260S - Solar  - with cooling kit,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWD-4.0NWSE-260S - Solar - Heating Only,RAS-4WHVNPE  RWD-4.0NWSE-260S - Solar - Heating Only,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWM-4.0NE - Heating Only,RAS-4WHVNPE  RWM-4.0NE - Heating Only,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
 Johnson Controls-Hitachi AirConditioning Spain RAS-4WHVNPE  RWM-4.0NE - with cooling kit,RAS-4WHVNPE  RWM-4.0NE - with cooling kit,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"3,300 kg",, Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S & S Combi 4.0HP (mono),Outdoor Air/Water,
" Ochsner Wärmepumpen GmbH TERRA 8 HPLA , average climate","TERRA 8 HPLA , average climate",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"1,720 kg",30.09.2020, Ochsner Wärmepumpen GmbH,TERRA 8 HPLA,Brine/Water,Electricity
" Ochsner Wärmepumpen GmbH TERRA 8 HPLA, low temperature, all climates","TERRA 8 HPLA, low temperature, all climates",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,R410A,"1,720 kg",30.09.2020, Ochsner Wärmepumpen GmbH,TERRA 8 HPLA,Brine/Water,Electricity
 Groupe Atlantic THERMOR Alféa Extensa A.I. 5,THERMOR Alféa Extensa A.I. 5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"1,100 kg",05.06.2019, Groupe Atlantic,THERMOR Alféa Extensa A.I. size 5,Outdoor Air/Water,
 Groupe Atlantic THERMOR Alféa Extensa Duo A.I. 5,THERMOR Alféa Extensa Duo A.I. 5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"1,100 kg",05.06.2019, Groupe Atlantic,THERMOR Alféa Extensa A.I. size 5,Outdoor Air/Water,
 SINCLAIR Global Group s.r.o. MSH-100EB+MSH-100IB****,MSH-100EB+MSH-100IB****,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,650 kg",14.11.2022, SINCLAIR Global Group s.r.o.,S-Therm Yukon series 8 10kW,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. MSH-80EB+MSH-100IB****,MSH-80EB+MSH-100IB****,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,650 kg",14.11.2022, SINCLAIR Global Group s.r.o.,S-Therm Yukon series 8 10kW,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMHM-100B****,SMHM-100B****,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,650 kg",14.11.2022, SINCLAIR Global Group s.r.o.,S-Therm Yukon series 8 10kW,Outdoor Air/Water,Electricity
 SINCLAIR Global Group s.r.o. SMHM-80B****,SMHM-80B****,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,650 kg",14.11.2022, SINCLAIR Global Group s.r.o.,S-Therm Yukon series 8 10kW,Outdoor Air/Water,Electricity
 STIEBEL ELTRON GmbH & Co KG WPF 13 (cool),WPF 13 (cool),2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,R410A,"2,300 kg",23.08.2016, STIEBEL ELTRON GmbH & Co KG,"WPF 13, WPF 13 cool, WPC 13, WPC 13 cool ",Brine/Water,Electricity
" Gree Electric Appliances, Inc. of Zhuhai GRS-CQ10Pd/NhG2-M+SXTVD300LC/B-M",GRS-CQ10Pd/NhG2-M+SXTVD300LC/B-M,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"2,200 kg",18.01.2021," Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G1 10kW,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU121MA U33 / HN1616 NK3,HU121MA U33 / HN1616 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU121MA U33 / HN1616M NK5,HU121MA U33 / HN1616M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU123MA U33 / HN1636M NK5,HU123MA U33 / HN1636M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU123MA U33 / HN1639 NK3,HU123MA U33 / HN1639 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU141MA U33 / HN1616 NK3,HU141MA U33 / HN1616 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU141MA U33 / HN1616M NK5,HU141MA U33 / HN1616M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU143MA U33 / HN1636M NK5,HU143MA U33 / HN1636M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU143MA U33 / HN1639 NK3,HU143MA U33 / HN1639 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU161MA U33 / HN1616 NK3,HU161MA U33 / HN1616 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU161MA U33 / HN1616M NK5,HU161MA U33 / HN1616M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU163MA U33 / HN1636M NK5,HU163MA U33 / HN1636M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU163MA U33 / HN1639 NK3,HU163MA U33 / HN1639 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,500 kg",07.01.2020, LG Electronics Inc.,Scroll Split mid temperature 12 14 16 kW _1&3ph,Outdoor Air/Water,Electricity
 Groupe Atlantic THERMOR Alféa Extensa A.I. 8,THERMOR Alféa Extensa A.I. 8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"1,400 kg",05.06.2019, Groupe Atlantic,THERMOR Alféa Extensa A.I. size 8,Outdoor Air/Water,
 Groupe Atlantic THERMOR Alféa Extensa Duo A.I. 8,THERMOR Alféa Extensa Duo A.I. 8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"1,400 kg",05.06.2019, Groupe Atlantic,THERMOR Alféa Extensa A.I. size 8,Outdoor Air/Water,
 Groupe Atlantic Alféa Excellia 11,Alféa Excellia 11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",09.12.2022, Groupe Atlantic,Alféa Excellia 11,Outdoor Air/Water,
 Groupe Atlantic Alféa Excellia A.I. 11,Alféa Excellia A.I. 11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,500 kg",09.12.2022, Groupe Atlantic,Alféa Excellia 11,Outdoor Air/Water,
 Groupe Atlantic Alféa Excellia Duo 11,Alféa Excellia Duo 11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"2,500 kg",09.12.2022, Groupe Atlantic,Alféa Excellia 11,Outdoor Air/Water,
 Groupe Atlantic Alféa Excellia Duo A.I. 11,Alféa Excellia Duo A.I. 11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"2,500 kg",09.12.2022, Groupe Atlantic,Alféa Excellia 11,Outdoor Air/Water,
 Inventor A.G. Electric Appliances S.A. XFM*10S*,XFM*10S*,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,X-Force 8 10 kW,Outdoor Air/Water,Electricity
 Johnson Controls-Hitachi AirConditioning Spain RAM-90NYP5E & TAW-270RHC,RAM-90NYP5E & TAW-270RHC,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,R32,"2,400 kg",07.08.2020, Johnson Controls-Hitachi AirConditioning Spain,Triple C R32 - RAM-90NYP5E & TAW-270RHC,Heat Pump for Domestic Hot Water (DHW),Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUHZ-FRP71VHA2 + EHSC-*M*D,PUHZ-FRP71VHA2 + EHSC-*M*D,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"3,800 kg",06.03.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Mr.SLIM+ 8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUHZ-FRP71VHA2 + EHSC-M*D,PUHZ-FRP71VHA2 + EHSC-M*D,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"3,800 kg",06.03.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Mr.SLIM+ 8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUHZ-FRP71VHA2 + EHST20C-*M*D,PUHZ-FRP71VHA2 + EHST20C-*M*D,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"3,800 kg",06.03.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Mr.SLIM+ 8-200D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUHZ-FRP71VHA2 + EHST20C-M*D,PUHZ-FRP71VHA2 + EHST20C-M*D,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"3,800 kg",06.03.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Mr.SLIM+ 8-200D,Outdoor Air/Water,Electricity
 LG Electronics Inc.  HU141 U33/ HN1616 NK3, HU141 U33/ HN1616 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc.  HU161 U33/ HN1616 NK3, HU161 U33/ HN1616 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU121 U33 / HN1616M NK5,HU121 U33 / HN1616M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU121 U33/ HN1616 NK3,HU121 U33/ HN1616 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU123 U33 / HN1636M NK5,HU123 U33 / HN1636M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU123 U33 / HN1639 NK3,HU123 U33 / HN1639 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU141 U33 / HN1616M NK5,HU141 U33 / HN1616M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU143 U33 / HN1636M NK5,HU143 U33 / HN1636M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU143 U33 / HN1639 NK3,HU143 U33 / HN1639 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU161 U33 / HN1616M NK5,HU161 U33 / HN1616M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU163 U33 / HN1636M NK5,HU163 U33 / HN1636M NK5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HU163 U33 / HN1639 NK3,HU163 U33 / HN1639 NK3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"2,300 kg",31.07.2019, LG Electronics Inc.,split mid temperature 12 14 16 kW 1 phase and 3 phases,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAB-12-V10M + HR-12-14-16-V10M,MAB-12-V10M + HR-12-14-16-V10M,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAB-12-V10T + HR-12-14-16-V10M,MAB-12-V10T + HR-12-14-16-V10M,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAB-14-V10M + HR-12-14-16-V10M,MAB-14-V10M + HR-12-14-16-V10M,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAB-14-V10T + HR-12-14-16-V10M,MAB-14-V10T + HR-12-14-16-V10M,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAB-16-V10M + HR-12-14-16-V10M,MAB-16-V10M + HR-12-14-16-V10M,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAB-16-V10T + HR-12-14-16-V10M,MAB-16-V10T + HR-12-14-16-V10M,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAM-12-V10M,MAM-12-V10M,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAM-12-V10T,MAM-12-V10T,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAM-14-V10M,MAM-14-V10M,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAM-14-V10T,MAM-14-V10T,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAM-16-V10M,MAM-16-V10M,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 Salvador Escoda S.A. MAM-16-V10T,MAM-16-V10T,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",21.05.2021, Salvador Escoda S.A.,MA(M/B) 12-14-16 v10,Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. RBLQ016CW1 / RKHW16MX500C,RBLQ016CW1 / RKHW16MX500C,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,R410A,"3,400 kg",, DAIKIN Europe N.V.,ROTEX HPSU MONOBLOC COMPACT 16KW (500L),Outdoor Air/Water,
 DAIKIN Europe N.V. RBLQ016CW1 / RKHW16MXB500C,RBLQ016CW1 / RKHW16MXB500C,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,R410A,"3,400 kg",, DAIKIN Europe N.V.,ROTEX HPSU MONOBLOC COMPACT 16KW (500L),Outdoor Air/Water,
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM30VAH + EHST30D-*M*D,SUZ-SHWM30VAH + EHST30D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"0,800 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 3/4H+300D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM30VAH + EHST30D-M*D,SUZ-SHWM30VAH + EHST30D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"0,800 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 3/4H+300D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SHWM30VAH + ERST30D-*M*D,SUZ-SHWM30VAH + ERST30D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"0,800 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 3/4H+300D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM30VA + EHST30D-*M*D,SUZ-SWM30VA + EHST30D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"0,800 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 3/4H+300D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM30VA + EHST30D-M*D,SUZ-SWM30VA + EHST30D-M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"0,800 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 3/4H+300D,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD SUZ-SWM30VA + ERST30D-*M*D,SUZ-SWM30VA + ERST30D-*M*D,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"0,800 kg",02.11.2022, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Eco Inverter 3/4H+300D,Outdoor Air/Water,Electricity
