,title,application,indoor,outdoor,coolingMode7c12c,coolingMode18c23c,colderClimate,warmerClimate,reversibility,colderForHeating,warmerForHeating,en145112Certification,heatSource,additionalOutdoorAir,additionalExhaustAir,additionalIndoorAir,additionalNonheatedSpaceAir,powerSupply,offPeakProduct,Refrigerant,Mass of Refrigerant,Date,Manufacturer,Modelname,Type,Energy
 DAIKIN Europe N.V. EPRA12EW1 / ETSH(B)12P30E,EPRA12EW1 / ETSH(B)12P30E,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F 08-12KW (300L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA12EW1 / ETSX(B)12P30E,EPRA12EW1 / ETSX(B)12P30E,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F 08-12KW (300L),Outdoor Air/Water,Electricity
 Advantix S.p.A. i-32V5H MIDI 0121,i-32V5H MIDI 0121,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"4,300 kg",07.06.2021, Advantix S.p.A.,i-32V5H MIDI 0121 -0126,Outdoor Air/Water,Electricity
 Advantix S.p.A. i-32V5H MIDI 0126,i-32V5H MIDI 0126,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"4,300 kg",07.06.2021, Advantix S.p.A.,i-32V5H MIDI 0121 -0126,Outdoor Air/Water,Electricity
 Nibe AB NIBE AMS 20-6 + HBS 20-6,NIBE AMS 20-6 + HBS 20-6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,300 kg",08.12.2020, Nibe AB,NIBE AMS 20-6,Outdoor Air/Water,Electricity
 Groupe Atlantic THERMASTAGE Compact Combi 08,THERMASTAGE Compact Combi 08,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"1,400 kg",30.09.2019, Groupe Atlantic,THERMASTAGE Compact 08,Outdoor Air/Water,
 Groupe Atlantic THERMASTAGE Compact Duo 08,THERMASTAGE Compact Duo 08,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"1,400 kg",30.09.2019, Groupe Atlantic,THERMASTAGE Compact 08,Outdoor Air/Water,
 Lailey and Coates International Limited Outdoor Unit: LCM-60R; Indoor Unit: LCM-R,Outdoor Unit: LCM-60R; Indoor Unit: LCM-R,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",18.11.2022, Lailey and Coates International Limited,Inverter Heat Pump-Mono System 60,Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5 / WH-UD09JE5,WH-ADC0309J3E5 / WH-UD09JE5,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5 / WH-UD09JE5-1,WH-ADC0309J3E5 / WH-UD09JE5-1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5AN / WH-UD09JE5,WH-ADC0309J3E5AN / WH-UD09JE5,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5AN / WH-UD09JE5-1,WH-ADC0309J3E5AN / WH-UD09JE5-1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5ANC / WH-UD09JE5-1,WH-ADC0309J3E5ANC / WH-UD09JE5-1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5B / WH-UD09JE5,WH-ADC0309J3E5B / WH-UD09JE5,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5B / WH-UD09JE5-1,WH-ADC0309J3E5B / WH-UD09JE5-1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5C / WH-UD09JE5-1,WH-ADC0309J3E5C / WH-UD09JE5-1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5UK / WH-UD09JE5,WH-ADC0309J3E5UK / WH-UD09JE5,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-ADC0309J3E5UK / WH-UD09JE5-1,WH-ADC0309J3E5UK / WH-UD09JE5-1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-SDC0709J3E5 / WH-UD09JE5,WH-SDC0709J3E5 / WH-UD09JE5,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Panasonic Marketing Europe GmbH WH-SDC0709J3E5 / WH-UD09JE5-1,WH-SDC0709J3E5 / WH-UD09JE5-1,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,270 kg",08.01.2020, Panasonic Marketing Europe GmbH,Aquarea Split 9 kW STD (J Series),Outdoor Air/Water,Electricity
 Salvador Escoda S.A. BBC-200 CONNECT,BBC-200 CONNECT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R134a,"1,100 kg",12.04.2022, Salvador Escoda S.A.,BBC-200,Heat Pump for Domestic Hot Water (DHW),Electricity
" STIEBEL ELTRON GmbH & Co KG WPF 07, average climates","WPF 07, average climates",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"1,720 kg",23.08.2016, STIEBEL ELTRON GmbH & Co KG,"WPF 07, WPF 07 cool, WPC 07, WPC 07 cool",Brine/Water,
 Riello S.p.A.    HYDRO UNIT M 004,HYDRO UNIT M 004,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",05.11.2021, Riello S.p.A.   ,Beretta HYDRO UNIT M 4 6 kW,Outdoor Air/Water,Electricity
 Riello S.p.A.    HYDRO UNIT M 006,HYDRO UNIT M 006,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",05.11.2021, Riello S.p.A.   ,Beretta HYDRO UNIT M 4 6 kW,Outdoor Air/Water,Electricity
 Ariston Thermo Group ARIANEXT PLUS 120 S LINK R32 - CD1 300 HHP,ARIANEXT PLUS 120 S LINK R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group ARIANEXT PLUS 120 S-T LINK R32 - CD1 300 HHP,ARIANEXT PLUS 120 S-T LINK R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group ARIANEXT PLUS 150 S LINK R32 - CD1 300 HHP,ARIANEXT PLUS 150 S LINK R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group ARIANEXT PLUS 150 S-T LINK R32 - CD1 300 HHP,ARIANEXT PLUS 150 S-T LINK R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 120 S NET R32 - CD1 300 HHP,NIMBUS PLUS 120 S NET R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 120 S-T NET R32 - CD1 300 HHP,NIMBUS PLUS 120 S-T NET R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 150 S NET R32 - CD1 300 HHP,NIMBUS PLUS 150 S NET R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 Ariston Thermo Group NIMBUS PLUS 150 S-T NET R32 - CD1 300 HHP,NIMBUS PLUS 150 S-T NET R32 - CD1 300 HHP,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,R32,"1,840 kg",03.10.2022, Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S Plus - CD1 300 HHP,Outdoor Air/Water,Electricity
 GUILLOT INDUSTRIES SAS - Groupe ATLANTIC  EFFIPAC AHP60-18 (brand ATLANTIC); TYNEHAM AHP60-18 (brand HAMWORTHY); ECOMOD AHP60-18 (brand IDEAL); HEATPAC MAX AHP60-18 (brand ACV),EFFIPAC AHP60-18 (brand ATLANTIC); TYNEHAM AHP60-18 (brand HAMWORTHY); ECOMOD AHP60-18 (brand IDEAL); HEATPAC MAX AHP60-18 (brand ACV),2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"4,000 kg",24.06.2022, GUILLOT INDUSTRIES SAS - Groupe ATLANTIC ,AHP60-18,Outdoor Air/Water,Electricity
 Enertech CTC AB CTC CombiAir 8M,CTC CombiAir 8M,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,R410A,"2,600 kg",30.10.2020, Enertech CTC AB,CTC CombiAir 8M,Outdoor Air/Water,Electricity
 BDR Thermea FR (DE DIETRICH) AWHPR 6 MR + MIV-S/E 4-8 V200 R32 ,AWHPR 6 MR + MIV-S/E 4-8 V200 R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (DE DIETRICH),DE DIETRICH Alezio S V200 R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (DE DIETRICH) AWHPR 6 MR + MIV-S/H 4-8 V200 R32 ,AWHPR 6 MR + MIV-S/H 4-8 V200 R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (DE DIETRICH),DE DIETRICH Alezio S V200 R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (DE DIETRICH) AWHPR 8 MR + MIV-S/E 4-8 V200 R32 ,AWHPR 8 MR + MIV-S/E 4-8 V200 R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (DE DIETRICH),DE DIETRICH Alezio S V200 R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (DE DIETRICH) AWHPR 8 MR + MIV-S/H 4-8 V200 R32 ,AWHPR 8 MR + MIV-S/H 4-8 V200 R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (DE DIETRICH),DE DIETRICH Alezio S V200 R32 6/8 MR,Outdoor Air/Water,Electricity
 Enertech CTC AB CTC CombiAir 6M,CTC CombiAir 6M,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"1,500 kg",30.10.2020, Enertech CTC AB,CTC CombiAir 6M,Outdoor Air/Water,Electricity
 Inventor A.G. Electric Appliances S.A. XFM*12S*,XFM*12S*,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,750 kg",19.12.2022, Inventor A.G. Electric Appliances S.A.,X-Force 12 kW,Outdoor Air/Water,Electricity
" STIEBEL ELTRON GmbH & Co KG WPL 13 ACS classic + HSBB 200, HSBB 200 S","WPL 13 ACS classic + HSBB 200, HSBB 200 S",4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,R410A,"2,000 kg",19.01.2017, STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,Outdoor Air/Water,Electricity
" STIEBEL ELTRON GmbH & Co KG WPL 13 ACS classic + HSBC 200, HSBC 200S","WPL 13 ACS classic + HSBC 200, HSBC 200S",4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,R410A,"2,000 kg",19.01.2017, STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,Outdoor Air/Water,Electricity
" STIEBEL ELTRON GmbH & Co KG WPL 13 ACS classic, low temperature, all climates","WPL 13 ACS classic, low temperature, all climates",1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R410A,"2,000 kg",19.01.2017, STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,Outdoor Air/Water,Electricity
" STIEBEL ELTRON GmbH & Co KG WPL 17 ACS classic + HSBB 200, HSBB 200S","WPL 17 ACS classic + HSBB 200, HSBB 200S",4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,R410A,"2,000 kg",19.01.2017, STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,Outdoor Air/Water,Electricity
" STIEBEL ELTRON GmbH & Co KG WPL 17 ACS classic + HSBC 200, HSBC 200S","WPL 17 ACS classic + HSBC 200, HSBC 200S",4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,R410A,"2,000 kg",19.01.2017, STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,Outdoor Air/Water,Electricity
" STIEBEL ELTRON GmbH & Co KG WPL 17 ACS classic, low temperature, all climates","WPL 17 ACS classic, low temperature, all climates",1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R410A,"2,000 kg",19.01.2017, STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,Outdoor Air/Water,Electricity
 LG Electronics Inc. HM121M U33,HM121M U33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"2,400 kg",04.04.2018, LG Electronics Inc.,R32 monobloc 12 14 16 kW 1 phase & 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HM123M U33,HM123M U33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R32,"2,400 kg",04.04.2018, LG Electronics Inc.,R32 monobloc 12 14 16 kW 1 phase & 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HM141M U33,HM141M U33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"2,400 kg",04.04.2018, LG Electronics Inc.,R32 monobloc 12 14 16 kW 1 phase & 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HM143M U33,HM143M U33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R32,"2,400 kg",04.04.2018, LG Electronics Inc.,R32 monobloc 12 14 16 kW 1 phase & 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HM161M U33,HM161M U33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"2,400 kg",04.04.2018, LG Electronics Inc.,R32 monobloc 12 14 16 kW 1 phase & 3 phases,Outdoor Air/Water,Electricity
 LG Electronics Inc. HM163M U33,HM163M U33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R32,"2,400 kg",04.04.2018, LG Electronics Inc.,R32 monobloc 12 14 16 kW 1 phase & 3 phases,Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EV / EHSH08P50D3,ERGA06EV / EHSH08P50D3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EV / EHSHB08P50D3,ERGA06EV / EHSHB08P50D3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EV / EHSX08P50D3,ERGA06EV / EHSX08P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EV / EHSXB08P50D3,ERGA06EV / EHSXB08P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVA / EHSH(B)08P50E,ERGA06EVA / EHSH(B)08P50E,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVA / EHSH08P50D3,ERGA06EVA / EHSH08P50D3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVA / EHSHB08P50D3,ERGA06EVA / EHSHB08P50D3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVA / EHSX(B)08P50E,ERGA06EVA / EHSX(B)08P50E,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVA / EHSX08P50D3,ERGA06EVA / EHSX08P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVA / EHSXB08P50D3,ERGA06EVA / EHSXB08P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVH / EHSH(B)08P50E,ERGA06EVH / EHSH(B)08P50E,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVH / EHSH08P50D3,ERGA06EVH / EHSH08P50D3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVH / EHSHB08P50D3,ERGA06EVH / EHSHB08P50D3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVH / EHSX(B)08P50E,ERGA06EVH / EHSX(B)08P50E,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVH / EHSX08P50D3,ERGA06EVH / EHSX08P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA06EVH / EHSXB08P50D3,ERGA06EVH / EHSXB08P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 06KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETBH12E(6V/9W),EPRA10EV3 / ETBH12E(6V/9W),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETBH12E(6V/9W) + cooling kit,EPRA10EV3 / ETBH12E(6V/9W) + cooling kit,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETBX12E(6V/9W),EPRA10EV3 / ETBX12E(6V/9W),2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETVH12S18E(6V/9W),EPRA10EV3 / ETVH12S18E(6V/9W),4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETVH12S18E(6V/9W) + cooling kit,EPRA10EV3 / ETVH12S18E(6V/9W) + cooling kit,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETVH12SU18E6V,EPRA10EV3 / ETVH12SU18E6V,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETVX12S18E(6V/9W),EPRA10EV3 / ETVX12S18E(6V/9W),4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETVZ12S18E(6V/9W),EPRA10EV3 / ETVZ12S18E(6V/9W),4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EV3 / ETVZ12S18E(6V/9W) + cooling kit,EPRA10EV3 / ETVZ12S18E(6V/9W) + cooling kit,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EW1 / ETBH12E(6V/9W),EPRA10EW1 / ETBH12E(6V/9W),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EW1 / ETBH12E(6V/9W) + cooling kit,EPRA10EW1 / ETBH12E(6V/9W) + cooling kit,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EPRA10EW1 / ETBX12E(6V/9W),EPRA10EW1 / ETBX12E(6V/9W),2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"3,250 kg",24.11.2021, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 H MT F+W 10KW (180L),Outdoor Air/Water,Electricity
