manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group
 Johnson Controls-Hitachi AirConditioning Spain,22. Yutaki M 4.0HP (tri),RASM-4NE - Heating Only,,Outdoor Air/Water,R410A,"2,800 kg",,64,186.0,11.0,4.73,-7.0,-10.0,9600,2.74,3504,5840,5.2,1123,3760,5.8,648,3700,6.4,578,9600,2.74,3504,10500,2.65,3962,,55.0,19.0,0.0,19.0,0.0,1,0.5,,,,,,,,,,,,,,,,64,135.0,10.0,8600,1.8,4778,5230,3.6,1453,3520,4.8,733,3600,5.8,621,8600,1.8,4778,8800,1.9,4632,,1.2,,,,,,,,,,,,,,,0.733361239012139,0.2350355797404771,0.1356215989953955,0.1209711176224361,0.733361239012139,0.8292172457095018,,,,,1.0,0.3041021347844286,0.1534114692339891,0.129970699037254,1.0,0.9694432817078276,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,24. Yutaki M 6.0HP (tri),RASM-6NE - Heating Only,,Outdoor Air/Water,R410A,"3,100 kg",,69,152.0,16.0,3.88,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,5.0,1080,3500,6.0,583,13800,2.4,5750,14100,2.3,6130,,55.0,19.0,0.0,19.0,0.0,1,1.9,,,,,,,,,,,,,,,,69,125.0,14.0,11200,1.6,7000,6820,3.35,2036,4380,4.35,1007,3600,5.5,655,11200,1.6,7000,11700,1.55,7548,,2.3,,,,,,,,,,,,,,,0.8214285714285714,0.3077142857142857,0.1542857142857142,0.0832857142857142,0.8214285714285714,0.8757142857142857,,,,,1.0,0.2908571428571428,0.1438571428571428,0.0935714285714285,1.0,1.0782857142857143,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,25. Yutaki S Combi Lite 2.0HP,RAS-2WHVN RWD-2.0NWLE-200S - Heating Only,,Outdoor Air/Water,R410A,"1,200 kg",51.0,63,167.0,4.0,4.25,-7.0,-10.0,3550,2.35,1511,2150,4.21,511,1700,6.1,279,2150,9.0,239,3550,2.35,1511,3500,2.1,1667,,55.0,3.0,0.0,3.0,0.0,1,0.5,,,,,,,,,,,,,,,51.0,63,117.0,4.0,3500,1.9,1842,2100,2.95,712,1400,4.1,341,2000,4.81,416,3500,1.9,1842,3100,1.6,1938,,0.9,,,,,,,,,,,,,,,0.8203040173724213,0.2774158523344191,0.1514657980456026,0.1297502714440825,0.8203040173724213,0.9049945711183496,,,,,1.0,0.3865363735070575,0.1851248642779587,0.2258414766558089,1.0,1.0521172638436482,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,26. Yutaki S Combi Lite 2.5HP,RAS-2.5WHVN  RWD-2.5NWLE-200S - Heating Only,,Outdoor Air/Water,R410A,"1,300 kg",51.0,63,165.0,5.0,4.21,-7.0,-10.0,4550,2.55,1784,2770,4.0,692,2500,6.45,388,2850,8.0,356,4550,2.55,1784,4300,2.4,1792,,55.0,3.0,0.0,3.0,0.0,1,0.8,,,,,,,,,,,,,,,51.0,63,125.0,5.0,4300,1.85,2324,2620,3.08,851,2400,4.9,490,2540,6.3,403,4300,1.85,2324,3900,1.6,2438,,1.0,,,,,,,,,,,,,,,0.7676419965576592,0.2977624784853701,0.1669535283993115,0.153184165232358,0.7676419965576592,0.7710843373493976,,,,,1.0,0.3661790017211704,0.2108433734939759,0.173407917383821,1.0,1.049053356282272,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,27. Yutaki S (R1) & S Combi (RW1) 220L 2HP R32,01. RAS-2WHVRP1  RWM-2.0R1E - Heating Only,08.02.2022,Outdoor Air/Water,R32,"1,200 kg",37.0,49,180.0,4.0,4.57,-7.0,-10.0,3540,3.2,1106,2350,4.43,530,3000,7.41,405,3050,9.24,330,3540,3.2,1106,4000,2.75,1455,,55.0,12.0,0.0,12.0,0.0,1,0.0,,,,,,,,,,,,,,,37.0,49,130.0,4.0,3500,2.0,1750,2160,3.25,665,2430,5.2,467,2800,6.9,406,3500,2.0,1750,3100,1.9,1632,,0.9,,,,,,,,,,,,,,,0.632,0.3028571428571429,0.2314285714285714,0.1885714285714285,0.632,0.8314285714285714,,,,,1.0,0.38,0.2668571428571428,0.232,1.0,0.9325714285714286,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,27. Yutaki S (R1) & S Combi (RW1) 220L 2HP R32,02. RAS-2WHVRP1  RWM-2.0R1E - with cooling kit,08.02.2022,Outdoor Air/Water,R32,"1,200 kg",37.0,49,184.0,4.0,4.68,-7.0,-10.0,3540,3.2,1106,2350,4.43,530,3000,7.41,405,3050,9.24,330,3540,3.2,1106,4000,2.75,1455,,55.0,12.0,0.0,12.0,0.0,1,0.0,4.0,5.57,4000.0,4.0,1000.0,2950.0,5.0,590.0,2050.0,6.45,318.0,2880.0,8.0,360.0,37.0,49,132.0,4.0,3500,2.0,1750,2160,3.25,665,2430,5.2,467,2800,6.9,406,3500,2.0,1750,3100,1.9,1632,,0.9,5.5,8.04,5500.0,5.4,1019.0,4050.0,7.2,562.0,2610.0,9.6,272.0,2510.0,10.3,244.0,0.632,0.3028571428571429,0.2314285714285714,0.1885714285714285,0.632,0.8314285714285714,1.0,0.59,0.318,0.36,1.0,0.38,0.2668571428571428,0.232,1.0,0.9325714285714286,1.019,0.562,0.272,0.244,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,28. Yutaki S (R1) & S Combi (RW1) 220L 2.5HP R32,01. RAS-2.5WHVRP1 RWM-2.5R1E - Heating Only,08.02.2022,Outdoor Air/Water,R32,"1,300 kg",37.0,54,177.0,6.0,4.57,-7.0,-10.0,5100,2.7,1889,3100,4.6,674,3000,6.2,484,3050,8.35,365,5100,2.7,1889,5300,2.5,2120,,55.0,12.0,0.0,12.0,0.0,1,0.7,5.3,5.48,5300.0,3.6,1472.0,3910.0,4.5,869.0,2510.0,6.3,398.0,2880.0,8.2,351.0,37.0,54,127.0,5.0,4420,1.65,2679,2690,3.3,815,2430,4.95,491,2800,6.78,413,4420,1.65,2679,3900,1.7,2294,,1.1,6.3,8.46,6300.0,5.1,1235.0,4640.0,7.0,663.0,2980.0,9.9,301.0,2650.0,12.61,210.0,0.7051138484509145,0.2515864128406122,0.1806644270250093,0.1362448674878686,0.7051138484509145,0.7913400522583054,1.0,0.5903532608695652,0.2703804347826087,0.2384510869565217,1.0,0.3042179917879806,0.1832773422918999,0.1541620007465472,1.0,0.8562896603210153,0.8389945652173914,0.4504076086956521,0.2044836956521739,0.1426630434782608,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,01. RAS-3WHVRP1 RWM-3.0R1E - Heating Only,08.02.2022,Outdoor Air/Water,R32,"1,300 kg",37.0,57,177.0,7.0,4.5,-7.0,-10.0,5900,2.65,2226,3590,4.3,835,3200,7.0,457,3500,9.7,361,5900,2.65,2226,5600,2.3,2435,,55.0,12.0,0.0,12.0,0.0,1,1.4,,,,,,,,,,,,,,,37.0,57,125.0,6.0,5100,1.84,2772,3100,3.1,1000,2000,4.65,430,2200,6.55,336,5100,1.84,2772,5000,1.5,3333,,1.0,,,,,,,,,,,,,,,0.803030303030303,0.3012265512265512,0.1648629148629148,0.1302308802308802,0.803030303030303,0.8784271284271284,,,,,1.0,0.3607503607503607,0.1551226551226551,0.1212121212121212,1.0,1.2023809523809523,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,02. RAS-3WHVRP1 RWM-3.0R1E - with cooling kit,08.02.2022,Outdoor Air/Water,R32,"1,300 kg",37.0,57,179.0,7.0,4.5,-7.0,-10.0,5900,2.65,2226,3590,4.3,835,3200,7.0,457,3500,9.7,361,5900,2.65,2226,5600,2.3,2435,,55.0,12.0,0.0,12.0,0.0,1,1.4,6.5,5.27,6500.0,3.35,1940.0,4790.0,4.5,1064.0,2900.0,6.0,483.0,3400.0,7.5,453.0,37.0,57,126.0,6.0,5100,1.84,2772,3100,3.1,1000,2000,4.65,430,2200,6.55,336,5100,1.84,2772,5000,1.5,3333,,1.0,7.0,8.31,7000.0,4.8,1458.0,5160.0,6.4,806.0,3320.0,10.0,332.0,3600.0,13.5,267.0,0.803030303030303,0.3012265512265512,0.1648629148629148,0.1302308802308802,0.803030303030303,0.8784271284271284,1.0,0.5484536082474227,0.2489690721649484,0.2335051546391752,1.0,0.3607503607503607,0.1551226551226551,0.1212121212121212,1.0,1.2023809523809523,0.7515463917525773,0.4154639175257732,0.1711340206185567,0.1376288659793814,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,30. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A,01. RAS-4WHVNPE RWM-4.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"3,300 kg",39.0,58,181.0,11.0,4.6,-7.0,-10.0,9450,3.05,3098,5750,4.5,1278,3700,6.0,617,3700,7.5,493,9450,3.05,3098,10500,2.65,3962,,55.0,13.0,0.0,13.0,0.0,1,0.5,,,,,,,,,,,,,,,39.0,58,135.0,10.0,8600,1.8,4778,5230,3.6,1453,3520,4.8,733,3600,5.8,621,8600,1.8,4778,7400,1.7,4353,,2.6,,,,,,,,,,,,,,,0.6483884470489745,0.2674759313520301,0.1291335286730849,0.1031812473838426,0.6483884470489745,0.8292172457095018,,,,,1.0,0.3041021347844286,0.1534114692339891,0.129970699037254,1.0,0.9110506488070322,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,30. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A,02. RAS-4WHVNPE RWM-4.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"3,300 kg",39.0,58,183.0,11.0,4.64,-7.0,-10.0,9450,3.05,3098,5750,4.5,1278,3700,6.0,617,3700,7.5,493,9450,3.05,3098,10500,2.65,3962,,55.0,13.0,0.0,13.0,0.0,1,0.5,7.2,5.13,7200.0,3.84,1875.0,5300.0,4.6,1152.0,3500.0,5.8,603.0,3600.0,7.5,480.0,39.0,58,136.0,10.0,8600,1.8,4778,5230,3.6,1453,3520,4.8,733,3600,5.8,621,8600,1.8,4778,7400,1.7,4353,,2.6,10.4,6.36,10400.0,4.5,2311.0,7660.0,6.3,1216.0,4930.0,7.2,685.0,5100.0,8.2,622.0,0.6483884470489745,0.2674759313520301,0.1291335286730849,0.1031812473838426,0.6483884470489745,0.8292172457095018,1.0,0.6144,0.3216,0.256,1.0,0.3041021347844286,0.1534114692339891,0.129970699037254,1.0,0.9110506488070322,1.2325333333333333,0.6485333333333333,0.3653333333333333,0.3317333333333333,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,31. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A (3ph),01. RAS-4WHNPE RWM-4.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"3,300 kg",39.0,58,180.0,11.0,4.58,-7.0,-10.0,9450,3.05,3098,5750,4.5,1278,3700,6.0,617,3700,7.5,493,9450,3.05,3098,10500,2.65,3962,,55.0,19.0,0.0,19.0,0.0,1,0.5,,,,,,,,,,,,,,,39.0,58,135.0,10.0,8600,1.8,4778,5230,3.6,1453,3520,4.8,733,3600,5.8,621,8600,1.8,4778,7400,1.7,4353,,2.6,,,,,,,,,,,,,,,0.6483884470489745,0.2674759313520301,0.1291335286730849,0.1031812473838426,0.6483884470489745,0.8292172457095018,,,,,1.0,0.3041021347844286,0.1534114692339891,0.129970699037254,1.0,0.9110506488070322,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,31. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A (3ph),02. RAS-4WHNPE RWM-4.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"3,300 kg",39.0,58,183.0,11.0,4.64,-7.0,-10.0,9450,3.05,3098,5750,4.5,1278,3700,6.0,617,3700,7.5,493,9450,3.05,3098,10500,2.65,3962,,55.0,19.0,0.0,19.0,0.0,1,0.5,7.2,5.0,7200.0,3.84,1875.0,5300.0,4.6,1152.0,3500.0,5.8,603.0,3600.0,7.5,480.0,39.0,58,136.0,10.0,8600,1.8,4778,5230,3.6,1453,3520,4.8,733,3600,5.8,621,8600,1.8,4778,7400,1.7,4353,,2.6,10.4,6.22,10400.0,4.5,2311.0,7660.0,6.3,1216.0,4930.0,7.2,685.0,5100.0,8.2,622.0,0.6483884470489745,0.2674759313520301,0.1291335286730849,0.1031812473838426,0.6483884470489745,0.8292172457095018,1.0,0.6144,0.3216,0.256,1.0,0.3041021347844286,0.1534114692339891,0.129970699037254,1.0,0.9110506488070322,1.2325333333333333,0.6485333333333333,0.3653333333333333,0.3317333333333333,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,32. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A,01. RAS-5WHVNPE RWM-5.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,59,183.0,14.0,4.65,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,6.54,719,3500,7.55,464,12000,2.55,4706,12100,2.5,4840,,55.0,13.0,0.0,13.0,0.0,1,1.9,,,,,,,,,,,,,,,39.0,59,133.0,12.0,10250,1.7,6029,6240,3.6,1733,4010,4.6,872,3500,5.5,636,10250,1.7,6029,9000,1.6,5625,,3.0,,,,,,,,,,,,,,,0.780560623652347,0.2575883231049925,0.1192569248631613,0.0769613534582849,0.780560623652347,0.8027865317631449,,,,,1.0,0.2874440205672582,0.1446342677060872,0.1054901310333388,1.0,0.9329905456958036,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,32. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A,02. RAS-5WHVNPE RWM-5.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,59,185.0,14.0,4.69,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,6.54,719,3500,7.55,464,12000,2.55,4706,12100,2.5,4840,,55.0,13.0,0.0,13.0,0.0,1,1.9,9.5,5.34,9500.0,3.4,2794.0,7000.0,4.75,1474.0,4500.0,5.88,765.0,3200.0,7.84,408.0,39.0,59,133.0,12.0,10250,1.7,6029,6240,3.6,1733,4010,4.6,872,3500,5.5,636,10250,1.7,6029,9000,1.6,5625,,3.0,12.9,8.14,12900.0,4.48,2879.0,9510.0,7.11,1338.0,7200.0,9.98,721.0,7800.0,12.97,601.0,0.780560623652347,0.2575883231049925,0.1192569248631613,0.0769613534582849,0.780560623652347,0.8027865317631449,1.0,0.5275590551181102,0.2738010021474588,0.1460272011453113,1.0,0.2874440205672582,0.1446342677060872,0.1054901310333388,1.0,0.9329905456958036,1.0304223335719398,0.4788833214030064,0.2580529706513959,0.2151037938439513,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,33. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A (3ph),01. RAS-5WHNPE RWM-5.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,59,182.0,14.0,4.64,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,6.54,719,3500,7.55,464,12000,2.55,4706,12100,2.5,4840,,55.0,19.0,0.0,19.0,0.0,1,1.9,,,,,,,,,,,,,,,39.0,59,132.0,12.0,10250,1.7,6029,6240,3.6,1733,4010,4.6,872,3500,5.5,636,10250,1.7,6029,9000,1.6,5625,,3.0,,,,,,,,,,,,,,,0.780560623652347,0.2575883231049925,0.1192569248631613,0.0769613534582849,0.780560623652347,0.8027865317631449,,,,,1.0,0.2874440205672582,0.1446342677060872,0.1054901310333388,1.0,0.9329905456958036,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,33. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A (3ph),02. RAS-5WHNPE RWM-5.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,59,185.0,14.0,4.69,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,6.54,719,3500,7.55,464,12000,2.55,4706,12100,2.5,4840,,55.0,19.0,0.0,19.0,0.0,1,1.9,9.5,5.23,9500.0,3.4,2794.0,7000.0,4.75,1474.0,4500.0,5.88,765.0,3200.0,7.84,408.0,39.0,59,133.0,12.0,10250,1.7,6029,6240,3.6,1733,4010,4.6,872,3500,5.5,636,10250,1.7,6029,9000,1.6,5625,,3.0,12.9,7.96,12900.0,4.48,2879.0,9510.0,7.11,1338.0,7200.0,9.98,721.0,7800.0,12.97,601.0,0.780560623652347,0.2575883231049925,0.1192569248631613,0.0769613534582849,0.780560623652347,0.8027865317631449,1.0,0.5275590551181102,0.2738010021474588,0.1460272011453113,1.0,0.2874440205672582,0.1446342677060872,0.1054901310333388,1.0,0.9329905456958036,1.0304223335719398,0.4788833214030064,0.2580529706513959,0.2151037938439513,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,34. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A,01. RAS-6WHVNPE RWM-6.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,60,162.0,16.0,4.12,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,6.16,877,3500,7.1,493,13800,2.4,5750,14100,2.3,6130,,55.0,13.0,0.0,13.0,0.0,1,1.9,,,,,,,,,,,,,,,39.0,60,134.0,14.0,11200,1.94,5773,6820,3.35,2036,4380,4.8,912,3600,7.05,511,11200,1.94,5773,10500,1.4,7500,,3.5,,,,,,,,,,,,,,,0.99601593625498,0.3731162307292568,0.1519140827992378,0.0853975402736878,0.99601593625498,1.0618395981292224,,,,,1.0,0.3526762515156764,0.1579767884981812,0.088515503204573,1.0,1.299151221202148,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,34. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A,02. RAS-6WHVNPE RWM-6.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,60,163.0,16.0,4.15,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,6.16,877,3500,7.1,493,13800,2.4,5750,14100,2.3,6130,,55.0,13.0,0.0,13.0,0.0,1,1.9,10.5,5.23,10500.0,3.23,3251.0,7800.0,4.56,1711.0,5000.0,5.77,867.0,3200.0,7.69,416.0,39.0,60,135.0,14.0,11200,1.94,5773,6820,3.35,2036,4380,4.8,912,3600,7.05,511,11200,1.94,5773,10500,1.4,7500,,3.5,13.5,7.87,13500.0,4.23,3191.0,9950.0,6.86,1450.0,7200.0,9.54,755.0,7800.0,12.47,626.0,0.99601593625498,0.3731162307292568,0.1519140827992378,0.0853975402736878,0.99601593625498,1.0618395981292224,1.0,0.5262996001230391,0.2666871731774838,0.127960627499231,1.0,0.3526762515156764,0.1579767884981812,0.088515503204573,1.0,1.299151221202148,0.981544140264534,0.4460166102737619,0.2322362350046139,0.192556136573362,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,35. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A (3ph),01. RAS-6WHNPE RWM-6.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,60,161.0,16.0,4.11,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,6.16,877,3500,7.1,493,13800,2.4,5750,14100,2.3,6130,,55.0,19.0,0.0,19.0,0.0,1,1.9,,,,,,,,,,,,,,,39.0,60,134.0,14.0,11200,1.94,5773,6820,3.35,2036,4380,4.8,912,3600,7.05,511,11200,1.94,5773,10500,1.4,7500,,3.5,,,,,,,,,,,,,,,0.99601593625498,0.3731162307292568,0.1519140827992378,0.0853975402736878,0.99601593625498,1.0618395981292224,,,,,1.0,0.3526762515156764,0.1579767884981812,0.088515503204573,1.0,1.299151221202148,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,35. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A (3ph),02. RAS-6WHNPE RWM-6.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"3,400 kg",39.0,60,163.0,16.0,4.15,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,6.16,877,3500,7.1,493,13800,2.4,5750,14100,2.3,6130,,55.0,19.0,0.0,19.0,0.0,1,1.9,10.5,5.14,10500.0,3.23,3251.0,7800.0,4.56,1711.0,5000.0,5.77,867.0,3200.0,7.69,416.0,39.0,60,135.0,14.0,11200,1.94,5773,6820,3.35,2036,4380,4.8,912,3600,7.05,511,11200,1.94,5773,10500,1.4,7500,,3.5,13.5,7.7,13500.0,4.23,3191.0,9950.0,6.86,1450.0,7200.0,9.54,755.0,7800.0,12.47,626.0,0.99601593625498,0.3731162307292568,0.1519140827992378,0.0853975402736878,0.99601593625498,1.0618395981292224,1.0,0.5262996001230391,0.2666871731774838,0.127960627499231,1.0,0.3526762515156764,0.1579767884981812,0.088515503204573,1.0,1.299151221202148,0.981544140264534,0.4460166102737619,0.2322362350046139,0.192556136573362,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,36. Yutaki S (N1) 8.0HP R410A (3ph),01. RAS-8WHNPE  RWM-8.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"5,000 kg",47.0,59,150.0,18.0,3.83,-7.0,-10.0,15600,2.5,6240,9500,3.85,2468,6100,5.4,1130,7000,4.65,1505,15600,2.5,6240,16000,2.4,6667,,55.0,36.0,0.0,36.0,0.0,1,2.0,,,,,,,,,,,,,,,47.0,59,120.0,16.0,13800,1.65,8364,8400,3.1,2710,6000,4.76,1261,6800,5.1,1333,13800,1.65,8364,12100,1.5,8067,,3.9,,,,,,,,,,,,,,,0.7460545193687231,0.2950741272118603,0.1351028216164514,0.1799378287900526,0.7460545193687231,0.7971066475370636,,,,,1.0,0.3240076518412243,0.1507651841224294,0.1593735054997608,1.0,0.964490674318508,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,36. Yutaki S (N1) 8.0HP R410A (3ph),02. RAS-8WHNPE RWM-8.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"5,000 kg",47.0,59,152.0,18.0,3.83,-7.0,-10.0,15600,2.5,6240,9500,3.85,2468,6100,5.4,1130,7000,4.65,1505,15600,2.5,6240,16000,2.4,6667,,55.0,36.0,0.0,36.0,0.0,1,2.0,14.0,4.29,14000.0,3.12,4487.0,10320.0,3.92,2633.0,6500.0,5.3,1226.0,8000.0,5.8,1379.0,47.0,59,122.0,16.0,13800,1.65,8364,8400,3.1,2710,6000,4.76,1261,6800,5.1,1333,13800,1.65,8364,12100,1.5,8067,,3.9,17.0,5.4,17000.0,3.81,4462.0,12530.0,5.6,2238.0,8200.0,6.5,1262.0,8500.0,6.6,1288.0,0.7460545193687231,0.2950741272118603,0.1351028216164514,0.1799378287900526,0.7460545193687231,0.7971066475370636,1.0,0.5868063293960329,0.2732337864943169,0.3073322932917317,1.0,0.3240076518412243,0.1507651841224294,0.1593735054997608,1.0,0.964490674318508,0.994428348562514,0.4987742366837531,0.2812569645642969,0.2870514820592824,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,37. Yutaki S (N1) 10.0HP R410A (3ph),01. RAS-10WHNPE  RWM-10.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,R410A,"5,300 kg",47.0,60,141.0,20.0,3.6,-7.0,-10.0,17400,2.3,7565,10770,3.6,2992,8700,5.1,1706,8700,4.9,1776,17400,2.1,8286,18000,2.3,7826,,55.0,36.0,0.0,36.0,0.0,1,2.0,,,,,,,,,,,,,,,47.0,60,116.0,18.0,15600,1.65,9455,9500,3.1,3065,8300,4.35,1908,8500,4.6,1848,15600,1.65,9455,14000,1.45,9655,,4.0,,,,,,,,,,,,,,,0.8001057641459545,0.3164463246959281,0.1804336329984135,0.18783712321523,0.8763617133791645,0.8277102062400846,,,,,1.0,0.3241671073506081,0.2017979904812268,0.1954521417239555,1.0,1.0211528291909042,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,37. Yutaki S (N1) 10.0HP R410A (3ph),02. RAS-10WHNPE RWM-10.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,R410A,"5,300 kg",47.0,60,142.0,20.0,3.6,-7.0,-10.0,17400,2.3,7565,10770,3.6,2992,8700,5.1,1706,8700,4.9,1776,17400,2.3,7565,18000,2.3,7826,,55.0,36.0,0.0,36.0,0.0,1,2.0,17.5,4.06,17500.0,2.81,6228.0,12900.0,3.53,3654.0,8200.0,4.87,1684.0,8000.0,5.5,1455.0,47.0,60,118.0,18.0,15600,1.65,9455,9500,3.1,3065,8300,4.35,1908,8500,4.6,1848,15600,1.65,9455,14000,1.45,9655,,4.0,20.0,5.44,20000.0,3.61,5540.0,14740.0,5.5,2680.0,8200.0,6.5,1262.0,8500.0,6.6,1288.0,0.8001057641459545,0.3164463246959281,0.1804336329984135,0.18783712321523,0.8001057641459545,0.8277102062400846,1.0,0.5867052023121387,0.2703917790622993,0.2336223506743737,1.0,0.3241671073506081,0.2017979904812268,0.1954521417239555,1.0,1.0211528291909042,0.8895311496467566,0.4303147077713551,0.2026332691072575,0.2068079640333975,Regulated,1.0
