manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 12 kW & 16 kW (wall-mounted hydro unit),AE120MXTPEH/EU & AE160MNYDEH/EU,29.07.2020,Outdoor Air/Water,R410A,"3,500 kg",55.0,70,183.0,10.0,4.65,-10.0,-10.0,8800,2.72,3235,5400,4.69,1151,3500,5.92,591,4400,7.85,561,10000,2.41,4149,10000,2.41,4149,,55.0,22.0,22.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,55.0,70,114.0,8.0,7100,1.94,3660,4300,2.86,1503,2800,3.43,816,5000,5.52,906,8000,1.79,4469,8000,1.79,4469,,0.0,,,,,,,,,,,,,,,0.8838797814207651,0.3144808743169399,0.1614754098360655,0.1532786885245901,1.133606557377049,1.133606557377049,,,,,1.0,0.410655737704918,0.2229508196721311,0.2475409836065573,1.2210382513661202,1.2210382513661202,,,,,Regulated,1.0
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 12kW & 16kW (space heating/ 260L),AE120MXTPEH/EU & AE260TNWTEH/EU,29.07.2020,Outdoor Air/Water,R410A,"3,500 kg",47.0,70,183.0,10.0,4.65,-10.0,-10.0,8800,2.72,3235,5400,4.69,1151,3500,5.92,591,4400,7.85,561,10000,2.41,4149,10000,2.41,4149,,55.0,22.0,22.0,22.0,0.0,1,0.2,,,,,,,,,,,,,,,47.0,70,114.0,8.0,7100,1.94,3660,4300,2.86,1503,2800,3.43,816,5000,5.52,906,8000,1.79,4469,8000,1.79,4469,,0.2,,,,,,,,,,,,,,,0.8838797814207651,0.3144808743169399,0.1614754098360655,0.1532786885245901,1.133606557377049,1.133606557377049,,,,,1.0,0.410655737704918,0.2229508196721311,0.2475409836065573,1.2210382513661202,1.2210382513661202,,,,,Regulated,1.0
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 12kW & 16kW (space heating/ 260L),AE160MXTPEH/EU & AE260TNWTEH/EU,29.07.2020,Outdoor Air/Water,R410A,"3,500 kg",47.0,73,182.0,11.0,4.63,-10.0,-10.0,9900,2.65,3736,6000,4.62,1299,3900,6.12,637,4400,7.85,561,11200,2.33,4807,11200,2.33,4807,,55.0,22.0,22.0,22.0,0.0,1,0.2,,,,,,,,,,,,,,,47.0,73,119.0,9.0,7800,2.01,3881,4700,2.97,1582,3500,3.73,938,5000,5.52,906,8800,1.83,4809,8800,1.83,4809,,0.2,,,,,,,,,,,,,,,0.9626384952331872,0.3347075496006184,0.1641329554238598,0.1445503736150476,1.2385982994073692,1.2385982994073692,,,,,1.0,0.4076269002834321,0.2416902860087606,0.2334449884050502,1.2391136305076011,1.2391136305076011,,,,,Regulated,1.0
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 4.4 kW & 6.6 kW (space heating/ 260L),AE044MXTPEH/EU & AE260TNWTEH/EU,29.07.2020,Outdoor Air/Water,R410A,"2,600 kg",43.0,65,173.0,4.0,4.41,-10.0,-10.0,3500,2.8,1250,2200,4.48,491,2500,5.82,430,2300,7.23,318,4000,2.68,1493,4000,2.68,1493,,55.0,22.0,22.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,43.0,65,110.0,4.0,3500,1.96,1786,2100,2.74,766,2300,3.43,671,2100,5.29,397,3900,1.77,2203,3900,1.77,2203,,0.0,,,,,,,,,,,,,,,0.6998880179171333,0.2749160134378499,0.2407614781634938,0.1780515117581187,0.8359462486002239,0.8359462486002239,,,,,1.0,0.4288913773796192,0.3756998880179171,0.2222844344904815,1.2334826427771557,1.2334826427771557,,,,,Regulated,1.0
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 4.4 kW & 6.6 kW (space heating/ 260L),AE066MXTPEH/EU & AE260TNWTEH/EU,29.07.2020,Outdoor Air/Water,R410A,"2,600 kg",43.0,67,173.0,5.0,4.41,-10.0,-10.0,4400,2.8,1571,2700,4.38,616,2600,5.78,450,2400,7.37,326,5000,2.76,1812,5000,2.76,1812,,55.0,22.0,22.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,43.0,67,115.0,5.0,4000,2.07,1932,2400,2.85,842,2300,3.61,637,2100,5.29,397,4500,1.86,2419,4500,1.86,2419,,0.0,,,,,,,,,,,,,,,0.8131469979296067,0.3188405797101449,0.2329192546583851,0.1687370600414078,0.937888198757764,0.937888198757764,,,,,1.0,0.4358178053830228,0.3297101449275362,0.2054865424430642,1.2520703933747412,1.2520703933747412,,,,,Regulated,1.0
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 9 kW 1Phase (space heating/ 260L),AE090MXTPEH/EU & AE260TNWTEH/EU,29.07.2020,Outdoor Air/Water,R410A,"2,400 kg",43.0,69,174.0,6.0,4.42,-10.0,-10.0,5000,2.67,1873,3000,4.47,671,3200,5.74,557,3000,8.27,363,5600,2.31,2424,5600,2.31,2424,,55.0,22.0,22.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,43.0,69,117.0,6.0,4900,1.77,2768,3000,3.02,993,2300,3.9,590,2200,4.9,449,5500,1.59,3459,5500,1.59,3459,,0.0,,,,,,,,,,,,,,,0.6766618497109826,0.2424132947976878,0.2012283236994219,0.1311416184971098,0.8757225433526011,0.8757225433526011,,,,,1.0,0.3587427745664739,0.213150289017341,0.1622109826589595,1.2496387283236994,1.2496387283236994,,,,,Regulated,1.0
 Samsung Electronics Air Conditioner Europe B.V.,Samsung EHS TDM Plus R410A 9 kW 3Phase (space heating/ 200L),AE090MXTPGH/EU & AE200TNWTEH/EU,29.07.2020,Outdoor Air/Water,R410A,"2,400 kg",43.0,69,175.0,6.0,4.44,-10.0,-10.0,5000,2.63,1901,3000,4.47,671,3200,5.96,537,3000,8.27,363,5600,2.31,2424,5600,2.31,2424,,55.0,22.0,22.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,43.0,69,111.0,5.0,4600,1.91,2408,2800,2.78,1007,2600,3.59,724,2500,4.72,530,5200,1.68,3095,5200,1.68,3095,,0.0,,,,,,,,,,,,,,,0.7894518272425249,0.2786544850498338,0.2230066445182724,0.1507475083056478,1.0066445182724253,1.0066445182724253,,,,,1.0,0.4181893687707641,0.3006644518272425,0.2200996677740863,1.285299003322259,1.285299003322259,,,,,Regulated,1.0
 Saunier Duval Brand Group,HA 4-7.2 OS 230V B3 / HA 6-7.2 OS 230V B3,HA 4-7.2 OS 230V B3 + HA 10-7.2 STB,26.09.2022,Outdoor Air/Water,R32,"1,000 kg",41.0,63,182.0,4.75,4.62,-7.0,-10.0,4200,3.08,1364,2660,4.51,590,2720,6.19,439,3010,6.46,466,4200,3.08,1364,3670,2.54,1445,,60.0,12.0,6.0,12.0,0.0,1,1.08,3.61,4.85,3610.0,2.97,1215.0,2450.0,4.08,600.0,2480.0,5.66,438.0,2850.0,8.15,350.0,41.0,63,133.0,5.09,4500,2.19,2055,2760,3.35,824,2460,4.45,553,2650,5.38,493,4500,2.19,2055,3370,1.6,2106,,1.71,3.84,7.34,3840.0,5.07,757.0,3180.0,6.8,468.0,3450.0,8.94,386.0,3630.0,11.65,312.0,0.6637469586374696,0.2871046228710462,0.213625304136253,0.2267639902676399,0.6637469586374696,0.7031630170316302,1.0,0.4938271604938271,0.3604938271604938,0.2880658436213992,1.0,0.4009732360097323,0.2690997566909975,0.2399026763990267,1.0,1.0248175182481751,0.6230452674897119,0.3851851851851852,0.3176954732510288,0.2567901234567901,Regulated,1.0
 Saunier Duval Brand Group,HA 4-7.2 OS 230V B3 / HA 6-7.2 OS 230V B3,HA 4-7.2 OS 230V B3 + HA 10-7.2 STB C2,26.09.2022,Outdoor Air/Water,R32,"1,000 kg",41.0,63,168.0,4.75,4.27,-7.0,-10.0,4200,2.97,1414,2660,4.15,641,2720,5.55,490,3010,5.84,515,4200,2.97,1414,3670,2.45,1498,,60.0,12.0,6.0,12.0,0.0,1,1.08,3.61,4.44,3610.0,2.85,1267.0,2450.0,3.77,650.0,2480.0,5.08,488.0,2850.0,7.13,400.0,41.0,63,125.0,5.09,4500,2.14,2103,2760,3.16,873,2460,4.08,603,2650,4.89,542,4500,2.14,2103,3370,1.57,2146,,1.71,3.84,6.63,3840.0,4.75,808.0,3180.0,6.14,518.0,3450.0,7.91,436.0,3630.0,10.04,362.0,0.6723728007608178,0.3048026628625773,0.2330004755111745,0.2448882548739895,0.6723728007608178,0.7123157394198764,1.0,0.5130228887134964,0.3851617995264404,0.3157063930544593,1.0,0.4151212553495007,0.2867332382310984,0.2577270565858298,1.0,1.020446980504042,0.6377269139700079,0.4088397790055249,0.3441199684293607,0.2857142857142857,Regulated,1.0
 Saunier Duval Brand Group,HA 4-7.2 OS 230V B3 / HA 6-7.2 OS 230V B3,HA 4-7.2 OS 230V B3 + HA 10-7.2 WS,26.09.2022,Outdoor Air/Water,R32,"1,000 kg",38.0,63,182.0,3.67,4.63,-10.0,-10.0,4200,3.08,1364,2660,4.51,590,2720,6.19,439,3010,6.46,466,3670,2.54,1445,3670,2.54,1445,,60.0,12.0,6.0,12.0,0.0,0,0.0,3.61,4.85,3610.0,2.97,1215.0,2450.0,4.08,600.0,2480.0,5.66,438.0,2850.0,8.15,350.0,38.0,63,134.0,3.37,4500,2.19,2055,2760,3.35,824,2460,4.45,553,2650,5.38,493,3370,1.6,2106,3370,1.6,2106,,0.0,3.84,7.34,3840.0,5.07,757.0,3180.0,6.8,468.0,3450.0,8.94,386.0,3630.0,11.65,312.0,0.6637469586374696,0.2871046228710462,0.213625304136253,0.2267639902676399,0.7031630170316302,0.7031630170316302,1.0,0.4938271604938271,0.3604938271604938,0.2880658436213992,1.0,0.4009732360097323,0.2690997566909975,0.2399026763990267,1.0248175182481751,1.0248175182481751,0.6230452674897119,0.3851851851851852,0.3176954732510288,0.2567901234567901,Regulated,1.0
 Saunier Duval Brand Group,HA 4-7.2 OS 230V B3 / HA 6-7.2 OS 230V B3,HA 6-7.2 OS 230V B3 + HA 10-7.2 STB,26.09.2022,Outdoor Air/Water,R32,"1,000 kg",41.0,63,181.0,5.01,4.61,-7.0,-10.0,4430,3.06,1448,2810,4.46,630,2740,6.25,438,3010,6.44,467,4430,3.06,1448,4040,2.69,1502,,60.0,12.0,6.0,12.0,0.0,1,0.97,5.22,4.68,5220.0,2.81,1858.0,3990.0,3.58,1115.0,2350.0,5.42,434.0,2710.0,7.71,351.0,41.0,63,136.0,5.21,4610,2.2,2095,2810,3.43,819,2420,4.45,544,2680,5.53,485,4610,2.2,2095,3990,1.58,2525,,1.22,5.71,7.24,5710.0,4.3,1328.0,4070.000000000001,5.93,686.0,3310.0,8.58,386.0,3580.0,11.87,302.0,0.6911694510739856,0.3007159904534606,0.2090692124105012,0.2229116945107398,0.6911694510739856,0.716945107398568,1.0,0.6001076426264801,0.2335844994617868,0.1889128094725511,1.0,0.3909307875894988,0.2596658711217183,0.2315035799522673,1.0,1.2052505966587113,0.7147470398277718,0.3692142088266953,0.2077502691065662,0.16254036598493,Regulated,1.0
 Saunier Duval Brand Group,HA 4-7.2 OS 230V B3 / HA 6-7.2 OS 230V B3,HA 6-7.2 OS 230V B3 + HA 10-7.2 STB C2,26.09.2022,Outdoor Air/Water,R32,"1,000 kg",41.0,63,168.0,5.01,4.27,-7.0,-10.0,4430,2.96,1497,2810,4.13,680,2740,5.61,488,3010,5.82,517,4430,2.96,1497,4040,2.61,1548,,60.0,12.0,6.0,12.0,0.0,1,0.97,5.22,4.32,5220.0,2.74,1905.0,3990.0,3.42,1167.0,2350.0,4.86,484.0,2710.0,6.75,401.0,41.0,63,127.0,5.21,4610,2.15,2144,2810,3.24,867,2420,4.07,595,2680,5.01,535,4610,2.15,2144,3990,1.55,2574,,1.22,5.71,6.57,5710.0,4.14,1379.0,4070.000000000001,5.53,736.0,3310.0,7.59,436.0,3580.0,10.18,352.0,0.6982276119402985,0.3171641791044776,0.2276119402985074,0.2411380597014925,0.6982276119402985,0.7220149253731343,1.0,0.6125984251968504,0.2540682414698162,0.210498687664042,1.0,0.404384328358209,0.2775186567164179,0.2495335820895522,1.0,1.200559701492537,0.7238845144356956,0.3863517060367454,0.2288713910761154,0.1847769028871391,Regulated,1.0
 Saunier Duval Brand Group,HA 4-7.2 OS 230V B3 / HA 6-7.2 OS 230V B3,HA 6-7.2 OS 230V B3 + HA 10-7.2 WS,26.09.2022,Outdoor Air/Water,R32,"1,000 kg",38.0,63,182.0,4.04,4.62,-10.0,-10.0,4430,3.06,1448,2810,4.46,630,2740,6.25,438,3010,6.44,467,4040,2.69,1502,4040,2.69,1502,,60.0,12.0,6.0,12.0,0.0,0,0.0,5.22,4.68,5220.0,2.81,1858.0,3990.0,3.58,1115.0,2350.0,5.42,434.0,2710.0,7.71,351.0,38.0,63,136.0,3.99,4610,2.2,2095,2810,3.43,819,2420,4.45,544,2680,5.53,485,3990,1.58,2525,3990,1.58,2525,,0.0,5.71,7.24,5710.0,4.3,1328.0,4070.000000000001,5.93,686.0,3310.0,8.58,386.0,3580.0,11.87,302.0,0.6911694510739856,0.3007159904534606,0.2090692124105012,0.2229116945107398,0.716945107398568,0.716945107398568,1.0,0.6001076426264801,0.2335844994617868,0.1889128094725511,1.0,0.3909307875894988,0.2596658711217183,0.2315035799522673,1.2052505966587113,1.2052505966587113,0.7147470398277718,0.3692142088266953,0.2077502691065662,0.16254036598493,Regulated,1.0
 Saunier Duval Brand Group,HA 5-6 O 230V,HA 5-6 O 230V B3,25.03.2022,Outdoor Air/Water,R290,"0,600 kg",,52,177.0,4.45,4.5,-10.0,-10.0,3930,2.79,1409,2170,4.46,487,2260,5.99,377,2540,7.16,355,4420,2.21,2000,4420,2.21,2000,,55.0,8.0,17.0,17.0,0.0,1,,,,,,,,,,,,,,,,,54,130.0,4.88,4320,2.11,2047,2460,3.19,771,2120,4.4,482,2520,6.03,418,4630,1.86,2489,4630,1.86,2489,,,,,,,,,,,,,,,,,0.688324377137274,0.2379091353199804,0.184171958964338,0.1734245236932095,0.9770395701025892,0.9770395701025892,,,,,1.0,0.3766487542745481,0.2354665363947239,0.2042012701514411,1.215925744992672,1.215925744992672,,,,,Regulated,1.0
 Saunier Duval Brand Group,HA 7-6 O 230V,HA 6-6 O 230V,06.04.2022,Outdoor Air/Water,R290,"0,900 kg",,53,188.0,5.75,4.76,-10.0,-10.0,5190,3.1,1674,3010,4.73,636,3090,6.17,501,3660,7.6,482,5370,2.78,1932,5370,2.78,1932,,55.0,8.0,29.0,29.0,0.0,1,,,,,,,,,,,,,,,,,55,131.0,4.49,3890,2.19,1776,2570,3.25,791,2950,4.48,658,3560,6.06,587,4840,1.89,2561,4840,1.89,2561,,,,,,,,,,,,,,,,,0.9425675675675677,0.3581081081081081,0.2820945945945945,0.2713963963963964,1.087837837837838,1.087837837837838,,,,,1.0,0.4453828828828828,0.3704954954954955,0.330518018018018,1.4420045045045045,1.4420045045045045,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,"HPA-O 7 S Premium, HPA-O 7 CS Premium",HPA-O 7 CS Premium,08.01.2018,Outdoor Air/Water,R410A,"4,200 kg",,50,159.0,8.0,4.04,-8.0,-20.0,6800,2.49,2731,4300,4.04,1064,4500,5.08,886,4400,6.3,698,7100,2.42,2934,6600,2.71,2435,,65.0,16.0,16.0,16.0,43.0,1,0.0,,,,,,,,,,,,,,,,50,127.0,8.0,7100,2.18,3257,4200,3.3,1273,4200,4.07,1032,4000,5.14,778,7400,2.13,3474,7000,1.97,3553,,0.0,,,,,,,,,,,,,,,0.8385016886705557,0.3266809947804728,0.2720294749769726,0.2143076450721522,0.9008289837273564,0.7476205096714769,,,,,1.0,0.3908504758980657,0.316856002456248,0.2388701258827141,1.066625729198649,1.0908811789990789,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 CS Premium,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",50.0,,165.0,6.0,4.21,-7.0,-10.0,5480,2.93,1870,3280,4.18,785,2860,5.43,527,3340,6.96,480,5480,2.93,1870,5470,2.82,1940,,60.0,27.0,63.0,27.0,35.0,1,0.75,,,,,,,,,,,,,,,50.0,,129.0,6.0,5540,2.26,2451,3410,3.27,1043,2710,4.09,663,3190,5.26,606,5540,2.26,2451,2670,1.88,1420,,3.55,,,,,,,,,,,,,,,0.762953896368829,0.3202774377804978,0.2150142798857609,0.1958384332925336,0.762953896368829,0.7915136678906569,,,,,1.0,0.4255405956752346,0.2705018359853121,0.2472460220318237,1.0,0.5793553651570787,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 5 S Smart,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",52.0,,154.0,6.0,3.92,-7.0,-10.0,5480,2.93,1870,3280,2.93,1119,2860,5.43,527,3340,6.96,480,5480,2.93,1870,5470,2.82,1940,,60.0,27.0,63.0,27.0,35.0,1,0.75,,,,,,,,,,,,,,,52.0,,121.0,6.0,5540,2.26,2451,3410,2.26,1509,2710,4.09,663,3190,5.26,606,5540,2.26,2451,2670,1.88,1420,,3.55,,,,,,,,,,,,,,,0.762953896368829,0.4565483476132191,0.2150142798857609,0.1958384332925336,0.762953896368829,0.7915136678906569,,,,,1.0,0.6156670746634026,0.2705018359853121,0.2472460220318237,1.0,0.5793553651570787,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,LWZ 5/8,LWZ 504 E,31.10.2020,Outdoor Air/Water,R410A,"2,950 kg",50.0,55,163.0,10.0,4.14,-7.0,-10.0,8420,2.76,3051,5120,3.94,1299,3260,5.53,590,3350,7.09,472,8420,2.76,3051,8370,2.69,3112,0.0,60.0,27.0,63.0,27.0,35.0,1,1.15,,,,,,,,,,,,,,,50.0,50,128.0,7.0,5870,2.26,2597,3520,3.27,1076,2720,4.14,657,3200,5.29,605,5870,2.26,2597,2670,1.88,1420,0.0,3.97,,,,,,,,,,,,,,,1.174817096649981,0.5001925298421255,0.2271852137081247,0.1817481709664998,1.174817096649981,1.1983057373892954,,,,,1.0,0.4143242202541394,0.2529842125529457,0.2329611089718906,1.0,0.5467847516365036,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,WPE-I 04/06/08 H(K)(W) 230 (GB) Premium ,WPE-I 04 H(K)(W) 230 Premium ,08.09.2020,Brine/Water,R454C,"2,200 kg",38.0,,195.0,4.23,5.07,-10.0,-10.0,3730,5.01,745,2260,5.38,420,1450,5.34,272,1130,5.32,212,4230,4.86,870,4230,4.86,870,,75.0,16.0,16.0,16.0,0.0,1,0.0,,,,,,,,,,,,,,,38.0,,153.0,3.76,3320,3.58,927,2020,4.22,479,1300,4.47,291,1080,4.49,241,3760,3.43,1096,3760,3.43,1096,,0.0,,,,,,,,,,,,,,,0.8036677454153183,0.4530744336569579,0.2934196332254584,0.2286947141316073,0.9385113268608414,0.9385113268608414,,,,,1.0,0.5167206040992449,0.313915857605178,0.2599784250269687,1.1823085221143474,1.1823085221143474,,,,,Regulated,2.0
 STIEBEL ELTRON GmbH & Co KG,WPE-I 04/06/08 H(K)(W) 230 (GB) Premium ,WPE-I 06 H(K)(W) 230 Premium,08.09.2020,Brine/Water,R454C,"2,200 kg",41.0,,200.0,6.7,5.2,-10.0,-10.0,5910,4.71,1255,3590,5.39,666,2300,5.6,411,1140,5.47,208,6700,4.52,1482,6700,4.52,1482,,75.0,16.0,16.0,16.0,0.0,1,0.0,,,,,,,,,,,,,,,41.0,,160.0,6.05,5340,3.55,1504,3250,4.27,761,2090,4.76,439,1080,4.61,234,6050,3.34,1811,6050,3.34,1811,,0.0,,,,,,,,,,,,,,,0.8344414893617021,0.4428191489361702,0.2732712765957447,0.1382978723404255,0.985372340425532,0.985372340425532,,,,,1.0,0.5059840425531915,0.2918882978723404,0.1555851063829787,1.204122340425532,1.204122340425532,,,,,Regulated,2.0
 STIEBEL ELTRON GmbH & Co KG,WPE-I 04/06/08 H(K)(W) 230 (GB) Premium ,WPE-I 08 H(K)(W) 230 Premium,08.09.2020,Brine/Water,R454C,"2,200 kg",40.0,,197.0,7.66,5.12,-10.0,-10.0,6760,4.53,1492,4110,5.25,783,2640,5.59,472,1160,5.52,210,7660,4.29,1786,7660,4.29,1786,,75.0,16.0,16.0,16.0,0.0,1,0.0,,,,,,,,,,,,,,,40.0,,158.0,6.93,6120,3.44,1779,3720,4.21,884,2390,4.69,510,1080,4.61,234,6930,3.22,2152,6930,3.22,2152,,0.0,,,,,,,,,,,,,,,0.83867341202923,0.4401349072512647,0.2653175941540191,0.118043844856661,1.0039347948285553,1.0039347948285553,,,,,1.0,0.4969083754918493,0.2866779089376054,0.1315345699831366,1.2096683530073076,1.2096683530073076,,,,,Regulated,2.0
 STIEBEL ELTRON GmbH & Co KG,WPE-I 12/15 H(K)(W) 230 (GB) Premium,WPE-I 12 H(K)(W) 230 Premium,08.09.2020,Brine/Water,R454C,"3,100 kg",39.0,,216.0,12.03,5.59,-10.0,-10.0,10610,4.81,2206,6450,5.72,1128,4140,6.12,676,2300,6.29,366,12030,4.53,2656,12030,4.53,2656,,75.0,19.0,19.0,19.0,0.0,1,0.0,,,,,,,,,,,,,,,39.0,,169.0,11.99,10590,3.55,2983,6440,4.49,1434,4130,4.99,828,2210,5.25,421,11990,3.29,3644,11990,3.29,3644,,0.0,,,,,,,,,,,,,,,0.7395239691585652,0.3781428092524304,0.2266174991619175,0.1226952732148843,0.8903788132752263,0.8903788132752263,,,,,1.0,0.4807241032517599,0.2775729131746564,0.1411330874958095,1.2215890043580289,1.2215890043580289,,,,,Regulated,2.0
 STIEBEL ELTRON GmbH & Co KG,WPE-I 12/15 H(K)(W) 230 (GB) Premium,WPE-I 15 H(K)(W) 230 Premium,08.09.2020,Brine/Water,R454C,"3,100 kg",39.0,,210.0,14.46,5.44,-10.0,-10.0,12770,4.46,2863,7760,5.51,1408,4980,6.13,812,2290,6.18,371,14460,4.3,3363,14460,4.3,3363,,75.0,19.0,19.0,19.0,0.0,1,0.0,,,,,,,,,,,,,,,39.0,,168.0,13.77,12160,3.4,3576,7400,4.44,1667,4750,5.03,944,2220,5.31,418,13770,3.26,4224,13770,3.26,4224,,0.0,,,,,,,,,,,,,,,0.8006152125279642,0.3937360178970917,0.227069351230425,0.1037472035794183,0.9404362416107382,0.9404362416107382,,,,,1.0,0.4661633109619686,0.2639821029082774,0.1168903803131991,1.1812080536912752,1.1812080536912752,,,,,Regulated,2.0
 STIEBEL ELTRON GmbH & Co KG,WPE-I 87 H 400 Premium,WPE-I 87 H 400 Premium,05.10.2020,Brine/Water,R410A,"9,000 kg",50.0,,199.0,84.67,5.17,-10.0,-10.0,74900,4.26,17582,45590,5.14,8870,29310,5.81,5045,24370,5.65,4313,84670,3.97,21327,84670,3.97,21327,,65.0,9.0,11.0,11.0,0.0,0,0.0,,,,,,,,,,,,,,,50.0,,157.0,79.0,69880,3.0,23293,42540,4.08,10426,27350,4.94,5536,24080,5.16,4667,79000,2.72,29044,79000,2.72,29044,,0.0,,,,,,,,,,,,,,,0.7548190443480874,0.3808010990426308,0.2165886747091401,0.1851629244837505,0.915596960460224,0.915596960460224,,,,,1.0,0.4476022839479672,0.2376679689177006,0.2003606233632421,1.2468982097625896,1.2468982097625896,,,,,Regulated,2.0
 STIEBEL ELTRON GmbH & Co KG,"WPF 07, WPF 07 cool, WPC 07, WPC 07 cool","WPC 07 , average climates",23.08.2016,Brine/Water,R410A,"1,720 kg",52.0,0,205.0,8.0,5.32,-10.0,-10.0,7500,4.9,1531,7600,5.25,1448,7600,5.6,1357,7700,5.99,1285,7500,4.84,1550,7500,4.84,1550,0.0,65.0,0.0,54.0,9.0,0.0,1,0.0,,,,,,,,,,,,,,,52.0,0,139.0,7.0,7000,3.07,2280,7200,3.61,1994,7300,4.02,1816,7400,4.52,1637,6900,2.94,2347,6900,2.94,2347,0.0,0.0,,,,,,,,,,,,,,,0.6714912280701755,0.6350877192982456,0.5951754385964912,0.5635964912280702,0.6798245614035088,0.6798245614035088,,,,,1.0,0.874561403508772,0.7964912280701755,0.7179824561403508,1.0293859649122807,1.0293859649122807,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,"WPF 10, WPF 10 cool, WPC 10, WPC 10 cool",WPC 10,23.08.2016,Brine/Water,R410A,"2,030 kg",52.0,0,216.0,10.0,5.61,-10.0,-20.0,9200,2.97,3098,9600,3.56,2697,9900,4.03,2457,10100,4.6,2196,10300,5.03,2048,9100,2.83,3216,0.0,65.0,0.0,84.0,9.0,0.0,1,0.0,,,,,,,,,,,,,,,52.0,0,137.0,9.0,9200,2.97,3098,9600,3.56,2697,9900,4.03,2457,10100,4.6,2196,9100,2.83,3216,9100,2.83,3216,0.0,0.0,,,,,,,,,,,,,,,1.0,0.8705616526791479,0.7930923176242737,0.7088444157520981,0.6610716591349257,1.038089089735313,,,,,1.0,0.8705616526791479,0.7930923176242737,0.7088444157520981,1.038089089735313,1.038089089735313,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,WPF 16 basic,"WPF 16 basic, all climates",04.09.2019,Brine/Water,R410A,"2,600 kg",65.0,,117.0,17.0,4.8,-10.0,-10.0,16700,4.22,3957,16800,4.54,3700,16900,4.87,3470,17000,5.26,3232,16600,4.16,3990,16600,4.16,3990,,60.0,0.0,78.0,3.0,0.0,1,0.0,,,,,,,,,,,,,,,65.0,,117.0,16.0,15700,2.59,6062,16100,3.06,5261,16300,3.43,4752,16500,3.88,4253,15600,2.48,6290,15600,2.48,6290,,0.0,,,,,,,,,,,,,,,0.6527548663807324,0.6103596172880238,0.5724183437809304,0.5331573738040251,0.6581986143187067,0.6581986143187067,,,,,1.0,0.8678653909600792,0.7838997030682943,0.7015836357637744,1.0376113493896404,1.0376113493896404,,,,,On-Off,5.0
