T_in,T_out,T_amb,COP,EER,P_el,P_th,m_dot,P_th_real,P_el_real,COP_real,RE_P_th,RE_P_el,RE_COP,titel,Group,Pdc_real,Pel_c_real,EER_real,RE_Pdc,RE_Pel_c,RE_EER
0,30,0,6.111713416467648,0.0,2217.85796222436,13554.912263546219,0.64547201254982,13500.0,2239.0,6.03,0.4067575077497665,-0.9442625178937014,1.3551147009560172,ATLANTIC GEOLIA 10,5.0,,,,,,
0,42,0,4.733751883701222,0.0,2788.038822865562,13197.884029571993,0.6284706680748569,12800.0,2741.0,4.67,3.108468981031187,1.7161190392397607,1.3651366959576583,ATLANTIC GEOLIA 10,5.0,,,,,,
0,27,0,6.456203799659255,0.0,2075.3127470640593,13398.642043076265,0.6380305734798222,13600.0,2099.0,6.48,-1.4805732126745297,-1.1285018073340036,-0.3672253139003989,ATLANTIC GEOLIA 10,5.0,,,,,,
0,36,0,5.422732650084435,0.0,2502.948392544961,13572.819969729911,0.6463247604633291,13000.0,2457.0,5.29,4.4063074594608675,1.8701014466813604,2.5091238201216504,ATLANTIC GEOLIA 10,5.0,,,,,,
0,24,0,6.800694182850861,0.0,1932.767531903759,13144.160911020908,0.6259124243343289,13700.0,2051.0,6.68,-4.057219627584607,-5.764625455691908,1.8067991444739695,ATLANTIC GEOLIA 10,5.0,,,,,,
0,30,0,6.111713416467648,0.0,2217.85796222436,13554.912263546219,0.64547201254982,13300.0,2250.0,5.91,1.9166335604978935,-1.4285350122506646,3.413086573056656,ATLANTIC GEOLIA 10,5.0,,,,,,
0,34,0,5.147225823092391,0.0,3133.312580883003,16127.86742814126,0.7679936870543458,16100.0,3114.0,5.17,0.17308961578421656,0.6201856417149321,-0.44050632316458005,ATLANTIC GEOLIA 13,5.0,,,,,,
0,52,0,3.394056428509609,0.0,3895.874600644372,13222.818232984337,0.6296580110944923,13900.0,4052.0,3.43,-4.871811273493975,-3.85304539377167,-1.047917536163001,ATLANTIC GEOLIA 13,5.0,,,,,,
0,30,0,5.536819021888565,0.0,2963.854354269365,16410.32516682587,0.7814440555631367,16300.0,2964.0,5.5,0.6768415142691442,-0.004913823570673603,0.6694367616102648,ATLANTIC GEOLIA 13,5.0,,,,,,
0,42,0,4.368039425500044,0.0,3472.2290341102776,15166.833315359629,0.722230157874268,14700.0,3379.0,4.35,3.1757368391811536,2.7590717404639697,0.41469943678262844,ATLANTIC GEOLIA 13,5.0,,,,,,
0,27,0,5.829013920985696,0.0,2836.7606843091376,16535.517519342873,0.7874055961591845,16500.0,2840.0,5.81,0.21525769298711417,-0.1140604116500854,0.32726197909977994,ATLANTIC GEOLIA 13,5.0,,,,,,
0,36,0,4.952429223694304,0.0,3218.0416941898216,15937.123729372403,0.7589106537796382,15200.0,3089.0,4.92,4.8494982195552705,4.177458536413781,0.6591305628923738,ATLANTIC GEOLIA 13,5.0,,,,,,
0,24,0,6.121208820082827,0.0,2709.667014348909,16586.437627720043,0.789830363224764,16700.0,2720.0,6.14,-0.6800142052692082,-0.37988917834892444,-0.30604527552399174,ATLANTIC GEOLIA 13,5.0,,,,,,
0,30,0,5.536819021888565,0.0,2963.854354269365,16410.32516682587,0.7814440555631367,15700.0,2849.0,5.51,4.524364119909996,4.031391866246592,0.4867336095928376,ATLANTIC GEOLIA 13,5.0,,,,,,
0,34,0,5.361276389591691,0.0,4108.092337441196,22024.618454986023,1.0487913549993344,21800.0,4022.0,5.42,1.0303598852569928,2.140535490830331,-1.083461446647771,ATLANTIC GEOLIA 17,5.0,,,,,,
0,52,0,3.75747503449477,0.0,5197.300415357738,19528.726557476,0.9299393598798095,20200.0,5372.0,3.76,-3.3231358540792177,-3.2520399226035446,-0.06715333790504596,ATLANTIC GEOLIA 17,5.0,,,,,,
0,30,0,5.717676690724341,0.0,3866.0460979041873,22104.801659252564,1.0526096028215506,22000.0,3873.0,5.68,0.4763711784207425,-0.1795482079992916,0.663322019794732,ATLANTIC GEOLIA 17,5.0,,,,,,
0,42,0,4.648475787326393,0.0,4592.184816515215,21346.65993049887,1.0165076157380415,20800.0,4483.0,4.64,2.6281727427830415,2.435530147562237,0.1826678303102014,ATLANTIC GEOLIA 17,5.0,,,,,,
0,27,0,5.984976916573827,0.0,3684.5114182514308,22051.715787087505,1.050081704147024,22100.0,3721.0,5.94,-0.21848060141400616,-0.9806122480131463,0.7571871477075165,ATLANTIC GEOLIA 17,5.0,,,,,,
0,36,0,5.183076239025366,0.0,4229.1154572097,21919.827838358495,1.0438013256361187,21200.0,4093.0,5.18,3.395414331879687,3.3255669975494895,0.05938685377155917,ATLANTIC GEOLIA 17,5.0,,,,,,
0,24,0,6.252277142423314,0.0,3502.9767385986734,21901.581393181055,1.042932447294336,22800.0,3677.0,6.2,-3.9404324860480067,-4.732751193944152,0.8431797165050714,ATLANTIC GEOLIA 17,5.0,,,,,,
0,30,0,5.717676690724341,0.0,3866.0460979041873,22104.801659252564,1.0526096028215506,21600.0,3776.0,5.72,2.3370447187618604,2.3846953894117284,-0.04061729502899958,ATLANTIC GEOLIA 17,5.0,,,,,,
0,34,0,5.080518440891359,0.0,1491.7487257545424,7578.856910372138,0.36089794811295894,7400.0,1423.0,5.2,2.416985275299166,4.8312526883023565,-2.2977222905507966,ATLANTIC GEOLIA 5,5.0,,,,,,
0,52,0,2.863900060203491,0.0,2087.8267544386667,5979.327167731357,0.2847298651300646,6800.0,2061.0,3.3,-12.068718121597687,1.3016377699498705,-13.215149690803296,ATLANTIC GEOLIA 5,5.0,,,,,,
0,30,0,5.57310030326644,0.0,1359.2869416025144,7575.442466471084,0.3607353555462421,7600.0,1382.0,5.5,-0.3231254411699469,-1.6434919245648105,1.329096423026166,ATLANTIC GEOLIA 5,5.0,,,,,,
0,42,0,4.095354716141195,0.0,1756.6722940585976,7194.1961641874495,0.3425807697232119,6900.0,1725.0,4.0,4.263712524455787,1.8360750178897156,2.383867903529868,ATLANTIC GEOLIA 5,5.0,,,,,,
0,27,0,5.942536700047752,0.0,1259.9406034884937,7487.243276110687,0.3565353941005089,7700.0,1328.0,5.8,-2.7630743362248467,-5.1249545565893335,2.4575293111681384,ATLANTIC GEOLIA 5,5.0,,,,,,
0,36,0,4.834227509703817,0.0,1557.9796178305558,7531.627928074312,0.35864894895591964,7100.0,1614.0,4.4,6.079266592595944,-3.4709034801390537,9.868807038723105,ATLANTIC GEOLIA 5,5.0,,,,,,
0,24,0,6.311973096829062,0.0,1160.5942653744728,7325.639779377761,0.3488399894941791,7700.0,1262.0,6.1,-4.861821047042058,-8.035319700913412,3.474968800476441,ATLANTIC GEOLIA 5,5.0,,,,,,
0,30,0,5.57310030326644,0.0,1359.2869416025144,7575.442466471084,0.3607353555462421,7200.0,1469.0,4.9,5.2144787009872795,-7.46855400935913,13.736740882988553,ATLANTIC GEOLIA 5,5.0,,,,,,
0,34,0,4.742881184512706,0.0,1996.1792760896828,9467.64112947995,0.45084005378475955,9400.0,1958.0,4.8,0.7195864838292598,1.9499119555506983,-1.1899753226519483,ATLANTIC GEOLIA 7,5.0,,,,,,
0,52,0,3.0420299841930323,0.0,2595.0558605513675,7894.237738453112,0.37591608278348154,8500.0,2576.0,3.3,-7.126614841728096,0.7397461394164306,-7.8172732062717465,ATLANTIC GEOLIA 7,5.0,,,,,,
0,30,0,5.120848117917078,0.0,1863.095590653753,9540.62954889888,0.45431569280470857,9500.0,1863.0,5.1,0.4276794620934776,0.00513100664267796,0.40878662582506387,ATLANTIC GEOLIA 7,5.0,,,,,,
0,42,0,3.986947317703962,0.0,2262.346646961543,9019.856895819876,0.4295169950390417,8800.0,2256.0,3.9,2.498373816134958,0.2813230036144754,2.229418402665706,ATLANTIC GEOLIA 7,5.0,,,,,,
0,27,0,5.404323317970357,0.0,1763.2828265768055,9529.350495845712,0.453778595040272,9600.0,1811.0,5.3,-0.7359323349404923,-2.6348522044834066,1.9683644900067465,ATLANTIC GEOLIA 7,5.0,,,,,,
0,36,0,4.55389771781052,0.0,2062.721118807648,9393.420995417711,0.44730576168655767,9000.0,2093.0,4.3,4.37134439353013,-1.4466737311204958,5.904598088616764,ATLANTIC GEOLIA 7,5.0,,,,,,
0,24,0,5.687798518023636,0.0,1663.4700624998584,9461.48255626338,0.45054678839349427,9700.0,1732.0,5.6,-2.4589427189342317,-3.9566938510474325,1.5678306789935093,ATLANTIC GEOLIA 7,5.0,,,,,,
0,30,0,5.120848117917078,0.0,1863.095590653753,9540.62954889888,0.45431569280470857,9200.0,1917.0,4.8,3.7024950967269543,-2.8119149372064056,6.684335789939144,ATLANTIC GEOLIA 7,5.0,,,,,,
-7,34,-7,3.406116435674903,0.0,3989.158998698526,13587.54002998749,0.6470257157136899,11900.0,3914.0,3.04,14.181008655357052,1.9202605697119512,12.043303805095507,Atlantic Ixtra M 15,1.0,,,,,,
-7,52,-7,1.8391495738337653,0.0,5192.8513063878545,9550.430267125334,0.45478239367263495,11800.0,5268.0,2.24,-19.064150278598866,-1.4265127868668515,-17.895108310992626,Atlantic Ixtra M 15,1.0,,,,,,
2,30,2,4.584926865930896,0.0,1440.2677586252332,6603.522340654907,0.3144534447930908,7300.0,1553.0,4.7,-9.540789854042375,-7.258998156778285,-2.448364554661786,Atlantic Ixtra M 15,1.0,,,,,,
2,42,2,3.5402822913701186,0.0,2242.7292970847543,7939.89481480611,0.37809022927648145,7200.0,2130.0,3.38,10.276316872307078,5.292455262195039,4.742079626334883,Atlantic Ixtra M 15,1.0,,,,,,
7,27,7,5.307529994053879,0.0,880.2641086492937,4672.028159345229,0.22247753139739188,8600.0,1550.0,5.55,-45.67409117040431,-43.20876718391654,-4.368828935966141,Atlantic Ixtra M 15,1.0,,,,,,
7,36,7,4.524046563133311,0.0,1030.7256471104504,4663.05082134339,0.22205003911159002,8300.0,1958.0,4.24,-43.81866480309168,-47.358240699159836,6.699211394653548,Atlantic Ixtra M 15,1.0,,,,,,
12,24,12,6.030133122177176,0.0,830.1102624955748,5005.675388933756,0.23836549471113125,10100.0,1547.0,6.53,-50.438857535309346,-46.3406423726196,-7.6549292162760185,Atlantic Ixtra M 15,1.0,,,,,,
12,30,12,5.507810834896645,0.0,930.4179548030125,5124.56609244641,0.24402695678316239,9800.0,1937.0,5.06,-47.70850926075092,-51.966032276561045,8.85001649993371,Atlantic Ixtra M 15,1.0,,,,,,
-7,34,-7,3.002029790814362,0.0,4823.8518113731425,14481.346844215996,0.6895879449626665,12800.0,4723.0,2.71,13.135522220437457,2.135333715289911,10.776007041120362,Atlantic Ixtra M 17 Tri,1.0,,,,,,
-7,52,-7,1.7041063163188994,0.0,6314.162943001758,10760.004953436028,0.5123811882588585,13600.0,6415.0,2.12,-20.88231651885274,-1.5718948869562266,-19.617626588731163,Atlantic Ixtra M 17 Tri,1.0,,,,,,
2,30,2,4.27832317280847,0.0,1649.727981813262,7058.069453422229,0.33609854540105855,7800.0,1801.0,4.33,-9.51193008433039,-8.39933471331138,-1.1934602122755211,Atlantic Ixtra M 17 Tri,1.0,,,,,,
2,42,2,3.413040856478162,0.0,2643.268736233069,9021.584191414862,0.4295992472102315,8300.0,2492.0,3.33,8.69378543873327,6.070174006142404,2.4937194137585994,Atlantic Ixtra M 17 Tri,1.0,,,,,,
7,27,7,5.043458164789584,0.0,1061.0715928237153,5351.470188253055,0.25483191372633596,8600.0,1623.0,5.3,-37.77360246217377,-34.62282237685057,-4.840411985102189,Atlantic Ixtra M 17 Tri,1.0,,,,,,
7,36,7,4.394496427541853,0.0,1247.3604842772922,5481.521192013436,0.2610248186673065,7700.0,2064.0,3.73,-28.811413090734593,-39.565868009821116,17.814917628467896,Atlantic Ixtra M 17 Tri,1.0,,,,,,
12,24,12,5.808593156770684,0.0,998.9752956725229,5802.641066226387,0.27631624124887555,9800.0,1586.0,6.18,-40.78937687524095,-37.01290695633526,-6.009819469730038,Atlantic Ixtra M 17 Tri,1.0,,,,,,
12,30,12,5.3759519986055295,0.0,1123.1678899749077,6038.096662880161,0.2875284125181029,9600.0,1805.0,5.32,-37.103159761665,-37.77463213435415,1.0517292970964043,Atlantic Ixtra M 17 Tri,1.0,,,,,,
-7,34,-7,3.421012226761377,0.0,1984.1601723694243,6787.836209528762,0.3232302956918458,6020.0,1905.0,3.16,12.754754311108996,4.1553896256915746,8.259880593714453,Atlantic Ixtra M 9,1.0,,,,,,
-7,52,-7,1.7727170825285155,0.0,2632.8542278929403,4667.3056655932405,0.22225265074253525,6020.0,2712.0,2.22,-22.47000555492956,-2.9183544287263885,-20.1478791653822,Atlantic Ixtra M 9,1.0,,,,,,
2,30,2,4.678366253285844,0.0,798.2760383958173,3734.6276788377068,0.17783941327798602,4310.0,917.0,4.7,-13.349705827431402,-12.94699690340051,-0.46029248327991157,Atlantic Ixtra M 9,1.0,,,,,,
2,42,2,3.5795028237973834,0.0,1230.7387420781613,4405.432802625618,0.20978251441074372,3660.0,1112.0,3.29,20.36701646518082,10.677944431489328,8.799477926972132,Atlantic Ixtra M 9,1.0,,,,,,
7,27,7,5.448118897710856,0.0,432.9725654719757,2358.8860161382217,0.11232790553039151,4440.0,789.0,5.63,-46.87193657346348,-45.123882703171645,-3.2305702005176573,Atlantic Ixtra M 9,1.0,,,,,,
7,36,7,4.623971325594312,0.0,514.0593224124538,2376.9955664896274,0.11319026507093465,4270.0,1000.0,4.27,-44.33265652249116,-48.59406775875462,8.289726594714564,Atlantic Ixtra M 9,1.0,,,,,,
12,24,12,6.217871542135526,0.0,405.9436464918292,2524.105447232269,0.1201954974872509,5040.0,757.0,6.66,-49.91854271364545,-46.37468342247962,-6.638565433400512,Atlantic Ixtra M 9,1.0,,,,,,
12,30,12,5.668439827391467,0.0,460.0014844521222,2607.490735127606,0.12416622548226695,4970.0,907.0,5.48,-47.53539768354918,-49.28318804276491,3.4386829815961084,Atlantic Ixtra M 9,1.0,,,,,,
-7,34,-7,2.7552181646036615,0.0,2623.6936875849615,7228.84850639005,0.34423088125666906,6720.0,2605.0,2.58,7.572150392709065,0.7176079687125414,6.791401728824087,AUREA 10,1.0,,,,,,
-7,52,-7,1.3365697418215066,0.0,3093.3080908021684,4134.421996297831,0.19687723791894435,6100.0,3112.0,1.96,-32.22259022462571,-0.6006397557143828,-31.8076662335966,AUREA 10,1.0,,,,,,
2,30,2,4.35133375130809,0.0,1006.9617270860883,4381.626549345182,0.20864888330215153,4090.0,1035.0,3.95,7.13023348032229,-2.7090118757402526,10.160348134382025,AUREA 10,1.0,,,,,,
2,42,2,3.4055681361199674,0.0,1320.0379958975007,4495.4793372961885,0.21407044463315184,3720.0,1292.0,2.88,20.846218744521195,2.1701235214783843,18.248893615276664,AUREA 10,1.0,,,,,,
7,27,7,5.2993642560171565,0.0,610.26646602795,3234.0242967144263,0.15400115698640127,2630.0,436.0,6.03,22.966703297126468,39.96937294219036,-12.116679004690612,AUREA 10,1.0,,,,,,
7,36,7,4.5900400446260505,0.0,668.9682664300124,3070.5911314978257,0.14621862530942026,2390.0,596.0,4.01,28.47661638066217,12.242997723156446,14.464839018106002,AUREA 10,1.0,,,,,,
12,24,12,6.247394760726365,0.0,590.6991992272035,3690.331082417291,0.17573005154368052,2910.0,453.0,6.42,26.81550111399624,30.397174222340738,-2.688555128872816,AUREA 10,1.0,,,,,,
12,30,12,5.774511953132333,0.0,629.8337328286079,3636.9824187047525,0.17318963898594059,3080.0,519.0,5.93,18.08384476314131,21.35524717314219,-2.6220581259303044,AUREA 10,1.0,,,,,,
-7,34,-7,2.282341510468086,0.0,4479.607362558598,10223.993834165949,0.4868568492459976,10790.0,4368.0,2.47,-5.245654919685361,2.555113611689519,-7.597509697648341,AUREA 16,1.0,,,,,,
-7,52,-7,1.3803698378907256,0.0,5124.37779019855,7073.536539547208,0.3368350733117718,9110.0,5236.0,1.74,-22.354154340864895,-2.131822188721344,-20.668400121222664,AUREA 16,1.0,,,,,,
2,30,2,4.168307636378756,0.0,1575.5786427669204,6567.496488360631,0.3127379280171729,6570.0,1743.0,3.77,-0.038105199990401406,-9.605356123527232,10.565189293866206,AUREA 16,1.0,,,,,,
2,42,2,3.566993187993944,0.0,2005.4255945263928,7153.339434704349,0.34063521117639756,5550.0,1838.0,3.02,28.888998823501776,9.109118309379372,18.112357218342524,AUREA 16,1.0,,,,,,
7,27,7,5.255040679835588,0.0,1057.2158268413868,5555.712177417505,0.2645577227341669,8240.0,1529.0,5.39,-32.5763085264866,-30.85573401952997,-2.5038834909909435,AUREA 16,1.0,,,,,,
7,36,7,4.8040548435469645,0.0,1137.812130296381,5466.111875596819,0.2602910416950866,7760.0,1732.0,4.48,-29.560413974267796,-34.30645898981635,7.233367043459027,AUREA 16,1.0,,,,,,
12,24,12,6.341773723292135,0.0,1030.3503923565872,6534.2490440307465,0.3111547163824165,5140.0,816.0,6.3,27.125467782699353,26.26843043585627,0.6630749728910423,AUREA 16,1.0,,,,,,
12,30,12,6.041116499099871,0.0,1084.081261326484,6549.061194164422,0.3118600568649725,4760.0,714.0,6.67,37.58531920513492,51.83210942947956,-9.428538244379736,AUREA 16,1.0,,,,,,
-7,34,-7,3.0446368927496223,0.0,1525.0758560967192,4643.302215713786,0.22110962931970407,3890.0,1473.0,2.64,19.36509551963459,3.535360223809869,15.32715502839479,AUREA 5,1.0,,,,,,
-7,52,-7,1.1569957122944743,0.0,2084.92095997428,2412.244611163121,0.11486879100776767,3890.0,2137.0,1.82,-37.988570407117706,-2.4370163793037025,-36.42880701678713,AUREA 5,1.0,,,,,,
2,30,2,4.593131775180154,0.0,466.88588294262297,2144.4683843268035,0.10211754211080017,2370.0,545.0,4.35,-9.516101927139086,-14.332865515115056,5.58923621103804,AUREA 5,1.0,,,,,,
2,42,2,3.3347043215434837,0.0,840.1159521942895,2801.538296379916,0.13340658554190077,2370.0,762.0,3.11,18.20836693586143,10.251437295838528,7.225219342234213,AUREA 5,1.0,,,,,,
7,27,7,5.534971452229001,0.0,326.83957892497585,1809.0477388082888,0.08614513041944233,2160.0,364.0,5.93,-16.24778986998663,-10.208906888742897,-6.661526943861695,AUREA 5,1.0,,,,,,
7,36,7,4.591150862001541,0.0,396.82021690970134,1821.861480924614,0.08675530861545781,1920.0,463.0,4.15,-5.111381201843024,-14.29368965233232,10.630141253049175,AUREA 5,1.0,,,,,,
12,24,12,6.476811129278531,0.0,303.5126995967543,1965.7944306256297,0.09360925860122046,1150.0,152.0,7.55,70.9386461413591,99.67940762944363,-14.214422128761184,AUREA 5,1.0,,,,,,
12,30,12,5.847597402459996,0.0,350.16645825319745,2047.6324717100142,0.09750630817666735,960.0,191.0,5.03,113.2950491364598,83.33322421633373,16.254421520079454,AUREA 5,1.0,,,,,,
-7,34,-7,3.3835711219620634,0.0,1495.9255172943824,5061.570380923434,0.241027160996354,4100.0,1434.0,2.86,23.452936120083745,4.318376380361388,18.306682586086144,AUREA 5 R32,1.0,,,,,,
-7,52,-7,1.232342131410178,0.0,2103.078780313695,2591.712586655296,0.12341488507882362,4200.0,2165.0,1.94,-38.29255746058819,-2.8601025259263224,-36.47720972112485,AUREA 5 R32,1.0,,,,,,
2,30,2,4.979118588158599,0.0,421.1149650530413,2096.781350247357,0.09984673096415984,2500.0,514.0,4.86,-16.12874599010573,-18.07101847217095,2.45099975634977,AUREA 5 R32,1.0,,,,,,
2,42,2,3.544965927790742,0.0,825.8838070659062,2927.7299563627403,0.13941571220774954,2500.0,733.0,3.41,17.109198254509607,12.671733569700706,3.9579450965026908,AUREA 5 R32,1.0,,,,,,
7,27,7,5.958488186254613,0.0,314.9525898633778,1876.6412859312309,0.08936387075863005,1600.0,252.0,6.34,17.290080370701922,24.98118645372134,-6.017536494406739,AUREA 5 R32,1.0,,,,,,
7,36,7,4.882873690978727,0.0,390.8467477407919,1908.4553017481119,0.09087882389276723,1600.0,371.0,4.31,19.278456359257,5.349527692935818,13.291732969344029,AUREA 5 R32,1.0,,,,,,
12,24,12,6.937857784350626,0.0,289.6545372375834,2009.5819859462463,0.09569438028315458,1500.0,184.0,8.15,33.97213239641641,57.42094415086054,-14.872910621464708,AUREA 5 R32,1.0,,,,,,
12,30,12,6.220781454166627,0.0,340.250642489203,2116.6248865651132,0.1007916612650054,1200.0,228.0,5.27,76.38540721375944,49.23273793386098,18.041393817203556,AUREA 5 R32,1.0,,,,,,
-7,34,-7,2.856899171631312,0.0,2306.465208655327,6589.338544003845,0.31377802590494497,6190.0,2211.0,2.8,6.45134966080525,4.317738971294749,2.032113272546865,AUREA 8,1.0,,,,,,
-7,52,-7,1.4658217156235194,0.0,2866.543465030909,4201.841659820995,0.20008769808671406,5480.0,2962.0,1.85,-23.324057302536584,-3.2227054344730277,-20.766393750080038,AUREA 8,1.0,,,,,,
2,30,2,4.3956686048349525,0.0,806.8064401148475,3546.4537389914863,0.16887874947578507,3770.0,950.0,3.97,-5.929609045318662,-15.073006303700264,10.722131104154965,AUREA 8,1.0,,,,,,
2,42,2,3.468283634163015,0.0,1180.1919443652916,4093.2404058131683,0.19491620980062707,3340.0,1037.0,3.22,22.552107958478086,13.808287788359852,7.710671868416608,AUREA 8,1.0,,,,,,
7,27,7,5.310648797306385,0.0,522.1642494605753,2773.0309433941957,0.13204909254258074,2800.0,475.0,5.9,-0.9631805930644388,9.9293156759106,-9.98900343548501,AUREA 8,1.0,,,,,,
7,36,7,4.6151100693025455,0.0,592.1740315075231,2732.9483355898524,0.13014039693285012,2630.0,637.0,4.13,3.9143853836445697,-7.037043719384128,11.746006520642748,AUREA 8,1.0,,,,,,
12,24,12,6.225628989777761,0.0,498.8276554450383,3105.515912641503,0.14788171012578585,3030.0,479.0,6.32,2.492274344604062,4.139385270362905,-1.493212187060755,AUREA 8,1.0,,,,,,
12,30,12,5.761936504441792,0.0,545.5008434762807,3143.14122322977,0.14967339158237,3150.0,533.0,5.91,-0.21773894508667624,2.3453740105592313,-2.505304493370697,AUREA 8,1.0,,,,,,
-7,34,-7,2.7831594544580867,0.0,5816.467142328991,16188.15551871774,0.7708645485103686,16000.0,5674.0,2.82,1.175971991985869,2.51087667128993,-1.3064023241813216,AE LWP 17 HP ECO,1.0,,,,,,
-7,52,-7,1.7132577449268638,0.0,7000.548604611027,11993.744115586791,0.5711306721707996,15000.0,7143.0,2.1,-20.041705896088057,-1.994279649852626,-18.41629786062554,AE LWP 17 HP ECO,1.0,,,,,,
2,30,2,4.318740578489354,0.0,2135.305148696539,9221.828993132987,0.4391347139587137,9700.0,2349.0,4.13,-4.9295980089382745,-9.097269106149886,4.569989793931106,AE LWP 17 HP ECO,1.0,,,,,,
2,42,2,3.605472772135215,0.0,2924.692790219251,10544.90022199568,0.5021381058093181,9000.0,2711.0,3.32,17.16555802217423,7.88243416522505,8.598577473952274,AE LWP 17 HP ECO,1.0,,,,,,
7,27,7,5.2180715237334425,0.0,1338.9977545265983,6986.986053238265,0.33271362158277457,6800.0,1357.0,5.01,2.74979490056273,-1.3266208897127263,4.153124226216431,AE LWP 17 HP ECO,1.0,,,,,,
7,36,7,4.683120668967831,0.0,1487.007937311853,6963.83760614436,0.33161131457830284,6300.0,1489.0,4.23,10.537104859434287,-0.1337852711985832,10.712072552430985,AE LWP 17 HP ECO,1.0,,,,,,
12,24,12,6.117402468977616,0.0,1289.6610269309722,7889.375550291737,0.3756845500138923,8000.0,1205.0,6.64,-1.382805621353278,7.025811363566148,-7.87044474431301,AE LWP 17 HP ECO,1.0,,,,,,
12,30,12,5.760768565800618,0.0,1388.3344821214127,7997.873643422114,0.3808511258772435,7700.0,1294.0,5.95,3.868488875611864,7.290145449877339,-3.1803602386450858,AE LWP 17 HP ECO,1.0,,,,,,
-7,34,-7,3.3450719339923016,0.0,2895.926223743441,9687.081533956494,0.46128959685507115,8700.0,2834.0,3.07,11.345764758120612,2.185117280996507,8.959997849912105,Austria Email LWPM 11,1.0,,,,,,
-7,52,-7,1.8180194482401646,0.0,3767.0807886846787,6848.626136920644,0.3261250541390783,8500.0,3829.0,2.22,-19.4279278009336,-1.6171118128838091,-18.107232061253853,Austria Email LWPM 11,1.0,,,,,,
2,30,2,4.547338260712522,0.0,1064.116551172655,4838.897907004867,0.23042370985737462,5300.0,1157.0,4.58,-8.700039490474198,-8.02795581913095,-0.7131384123903572,Austria Email LWPM 11,1.0,,,,,,
2,42,2,3.529303270211102,0.0,1644.8862611335026,5805.302460543783,0.27644297431160875,5200.0,1552.0,3.35,11.640431933534302,5.984939506024656,5.352336424212001,Austria Email LWPM 11,1.0,,,,,,
7,27,7,5.28124774716369,0.0,639.28597323323,3376.227605931343,0.16077274313958775,6000.0,1107.0,5.42,-43.729539901144285,-42.25058959049412,-2.5600046648765695,Austria Email LWPM 11,1.0,,,,,,
7,36,7,4.5177215042876355,0.0,748.1802938508915,3380.070202614415,0.16095572393401975,5900.0,1408.0,4.19,-42.71067453195907,-46.862195038999175,7.821515615456676,Austria Email LWPM 11,1.0,,,,,,
12,24,12,6.0151572336149,0.0,602.9878663606762,3627.0668261214364,0.1727174679105446,7000.0,1069.0,6.55,-48.18475962683662,-43.593277234735616,-8.16553841809312,Austria Email LWPM 11,1.0,,,,,,
12,30,12,5.506139738364141,0.0,675.5840801057839,3719.8603500766394,0.17713620714650663,6800.0,1313.0,5.18,-45.29617132240236,-48.54652855249171,6.296133945253679,Austria Email LWPM 11,1.0,,,,,,
-7,34,-7,3.421012226761377,0.0,1984.1601723694243,6787.836209528762,0.3232302956918458,6020.0,1905.0,3.16,12.754754311108996,4.1553896256915746,8.259880593714453,Austria Email LWPM 8,1.0,,,,,,
-7,52,-7,1.7727170825285155,0.0,2632.8542278929403,4667.3056655932405,0.22225265074253525,6020.0,2712.0,2.22,-22.47000555492956,-2.9183544287263885,-20.1478791653822,Austria Email LWPM 8,1.0,,,,,,
2,30,2,4.678366253285844,0.0,798.2760383958173,3734.6276788377068,0.17783941327798602,4310.0,917.0,4.7,-13.349705827431402,-12.94699690340051,-0.46029248327991157,Austria Email LWPM 8,1.0,,,,,,
2,42,2,3.5795028237973834,0.0,1230.7387420781613,4405.432802625618,0.20978251441074372,3660.0,1112.0,3.29,20.36701646518082,10.677944431489328,8.799477926972132,Austria Email LWPM 8,1.0,,,,,,
7,27,7,5.448118897710856,0.0,432.9725654719757,2358.8860161382217,0.11232790553039151,4440.0,789.0,5.63,-46.87193657346348,-45.123882703171645,-3.2305702005176573,Austria Email LWPM 8,1.0,,,,,,
7,36,7,4.623971325594312,0.0,514.0593224124538,2376.9955664896274,0.11319026507093465,4270.0,1000.0,4.27,-44.33265652249116,-48.59406775875462,8.289726594714564,Austria Email LWPM 8,1.0,,,,,,
12,24,12,6.217871542135526,0.0,405.9436464918292,2524.105447232269,0.1201954974872509,5040.0,757.0,6.66,-49.91854271364545,-46.37468342247962,-6.638565433400512,Austria Email LWPM 8,1.0,,,,,,
12,30,12,5.668439827391467,0.0,460.0014844521222,2607.490735127606,0.12416622548226695,4970.0,907.0,5.48,-47.53539768354918,-49.28318804276491,3.4386829815961084,Austria Email LWPM 8,1.0,,,,,,
-7,34,-7,2.6362080473608103,0.0,4493.237215148718,11845.108105276127,0.5640527669179108,11100.0,4440.0,2.5,6.712685633118265,1.1990363772233836,5.448321894432406,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
-7,52,-7,1.2243059372826792,0.0,5209.775160410956,6378.358660798956,0.30373136479995033,10000.0,5263.0,1.9,-36.21641339201044,-1.011302291260574,-35.56284540617477,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
2,30,2,4.1548553486673825,0.0,1781.1539600331193,7400.437057643695,0.35240176464969974,6700.0,1861.0,3.6,10.454284442443207,-4.290491132019381,15.412648574093947,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
