manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n
 Groupe Atlantic,ACV Alféa Excellia Tri 16 BS,ACV Alféa Excellia Tri 16 BS,19.12.2019,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,149.0,14.0,3.8,-7.0,-10.0,12000.0,2.4,5000.0,7300.0,3.6,2027.7777777777778,6300.0,5.5,1145.4545454545455,7400.0,7.2,1027.7777777777778,12000.0,2.4,5000.0,11700.0,2.3,5086.956521739131,,60.0,14.0,88.0,17.0,0.0,1,1.9,,,,,,,,,,,,,,,46.0,69,117.0,13.0,11500.0,1.8,6388.888888888889,7000.0,2.9,2413.793103448276,5800.0,4.1,1414.6341463414635,7100.0,5.5,1290.909090909091,11500.0,1.8,6388.888888888889,10300.0,1.6,6437.5,,2.7,,,,,,,,,,,,,,,0.782608695652174,0.3173913043478261,0.17928853754940713,0.16086956521739132,0.782608695652174,0.7962192816635162,,,,,1.0,0.3778110944527736,0.22142099681866387,0.20205533596837946,1.0,1.007608695652174,,,,
 Groupe Atlantic,Alféa Excellia 11,Alféa Excellia 11,,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000.0,2.6,3846.153846153846,6100.0,3.7,1648.6486486486485,6200.0,5.3,1169.811320754717,7400.0,6.9,1072.463768115942,10000.0,2.6,3846.153846153846,10000.0,2.2,4545.454545454545,,60.0,8.0,45.0,12.0,0.0,1,1.3,,,,,,,,,,,,,,,46.0,69,112.0,9.0,8200.0,1.9,4315.789473684211,5000.0,2.8,1785.7142857142858,5900.0,3.8,1552.6315789473686,7000.0,4.8,1458.3333333333335,8200.0,1.9,4315.789473684211,8000.0,1.7,4705.882352941177,,1.3,,,,,,,,,,,,,,,0.8911819887429643,0.3820039551746868,0.2710538426138978,0.248497702368328,0.8911819887429643,1.0532150776053213,,,,,1.0,0.4137630662020906,0.3597560975609756,0.33790650406504064,1.0,1.0903873744619799,,,,
 Groupe Atlantic,Alféa Excellia Tri 11,Alféa Excellia Duo Tri 11,15.07.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,68,154.0,11.0,3.92,-7.0,-10.0,10000.0,2.7,3703.7037037037035,6100.0,3.7,1648.6486486486485,6200.0,5.5,1127.2727272727273,7400.0,7.1,1042.2535211267607,10000.0,2.7,3703.7037037037035,9900.0,2.3,4304.347826086957,,65.0,14.0,44.0,17.0,0.0,1,1.4,,,,,,,,,,,,,,,46.0,68,112.0,9.0,8200.0,1.9,4315.789473684211,5000.0,2.7,1851.8518518518517,5900.0,3.9,1512.820512820513,7000.0,5.2,1346.1538461538462,8200.0,1.9,4315.789473684211,8100.0,1.6,5062.5,,1.2,,,,,,,,,,,,,,,0.8581752484191507,0.3820039551746868,0.2611973392461197,0.24149776709034698,0.8581752484191507,0.9973488865323437,,,,,1.0,0.42908762420957536,0.3505315822388993,0.3119136960600375,1.0,1.1730182926829267,,,,
 Groupe Atlantic,Alféa Extensa +13,Alféa Extensa +13,,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000.0,2.6,3846.153846153846,6100.0,3.7,1648.6486486486485,6200.0,5.3,1169.811320754717,7400.0,6.9,1072.463768115942,10000.0,2.6,3846.153846153846,10000.0,2.2,4545.454545454545,,55.0,8.0,45.0,12.0,0.0,1,1.3,,,,,,,,,,,,,,,46.0,69,109.0,8.0,8200.0,1.9,4315.789473684211,5000.0,2.7,1851.8518518518517,5900.0,3.8,1552.6315789473686,7000.0,4.8,1458.3333333333335,8200.0,1.9,4315.789473684211,8000.0,1.7,4705.882352941177,,1.3,,,,,,,,,,,,,,,0.8911819887429643,0.3820039551746868,0.2710538426138978,0.248497702368328,0.8911819887429643,1.0532150776053213,,,,,1.0,0.42908762420957536,0.3597560975609756,0.33790650406504064,1.0,1.0903873744619799,,,,
 Groupe Atlantic,Alféa Extensa +16,Alféa Extensa +16,,Outdoor Air/Water,R410A,"2,500 kg",46.0,70,149.0,13.0,3.77,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.6,1861.111111111111,6200.0,5.4,1148.148148148148,7300.0,6.9,1057.9710144927535,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,55.0,8.0,72.0,12.0,0.0,1,1.7,,,,,,,,,,,,,,,46.0,70,113.0,11.0,10000.0,1.9,5263.1578947368425,6100.0,2.8,2178.571428571429,5900.0,3.9,1512.820512820513,7100.0,5.1,1392.1568627450981,10000.0,1.9,5263.1578947368425,9300.0,1.7,5470.588235294118,,2.1,,,,,,,,,,,,,,,0.8435999999999999,0.3536111111111111,0.21814814814814812,0.20101449275362315,0.8435999999999999,0.855,,,,,1.0,0.4139285714285715,0.2874358974358974,0.26450980392156864,1.0,1.0394117647058823,,,,
 Groupe Atlantic,Alféa Extensa +5,Alféa Extensa +5,,Outdoor Air/Water,R410A,"1,100 kg",46.0,63,169.0,4.0,4.3,-7.0,-10.0,4000.0,2.9,1379.3103448275863,2400.0,4.1,585.3658536585366,2000.0,5.0,400.0,2300.0,8.1,283.95061728395063,4000.0,2.9,1379.3103448275863,3900.0,2.7,1444.4444444444443,,55.0,6.0,19.0,10.0,0.0,1,0.6,,,,,,,,,,,,,,,46.0,63,115.0,4.0,3800.0,1.9,2000.0,2300.0,2.8,821.4285714285714,1700.0,4.0,425.0,2100.0,5.8,362.0689655172414,3800.0,1.9,2000.0,3200.0,1.5,2133.3333333333335,,1.1,,,,,,,,,,,,,,,0.6896551724137931,0.2926829268292683,0.2,0.14197530864197533,0.6896551724137931,0.7222222222222222,,,,,1.0,0.4107142857142857,0.2125,0.1810344827586207,1.0,1.0666666666666667,,,,
 Groupe Atlantic,Alféa Extensa A.I. 10 R32,Alféa Extensa A.I. 10 R32,08.04.2021,Outdoor Air/Water,R32,"1,630 kg",40.0,62,178.0,8.5,4.53,-7.0,-10.0,7500.0,2.98,2516.778523489933,4600.0,4.46,1031.390134529148,3900.0,5.89,662.1392190152802,4400.0,7.14,616.2464985994399,7500.0,2.98,2516.778523489933,7300.0,2.71,2693.7269372693727,,55.0,4.0,20.0,8.0,0.0,1,1.2,,,,,,,,,,,,,,,40.0,62,130.0,8.2,7300.0,2.05,3560.975609756098,4400.0,3.24,1358.0246913580247,3500.0,4.6,760.8695652173914,4300.0,5.97,720.2680067001676,7300.0,2.05,3560.975609756098,7100.0,1.72,4127.906976744186,,1.1,,,,,,,,,,,,,,,0.706766571664981,0.2896369555869525,0.18594320533990744,0.17305552357929474,0.706766571664981,0.7564575645756456,,,,,1.0,0.3813630982580754,0.2136688505062537,0.2022670429774443,1.0,1.1592067537432302,,,,
 Groupe Atlantic,Alféa Extensa A.I. 5 R32,Alféa Extensa A.I. 5 R32,04.10.2019,Outdoor Air/Water,R32,"0,970 kg",40.0,57,175.0,5.0,4.45,-7.0,-10.0,4400.0,2.84,1549.2957746478874,2700.0,4.4,613.6363636363636,2100.0,5.85,358.974358974359,2400.0,7.39,324.76319350473614,4400.0,2.84,1549.2957746478874,4000.0,2.68,1492.5373134328358,,55.0,4.0,12.0,10.0,0.0,1,1.0,,,,,,,,,,,,,,,40.0,57,125.0,5.0,4200.0,1.99,2110.5527638190956,2500.0,3.11,803.8585209003215,1900.0,4.25,447.05882352941177,2300.0,5.91,389.17089678510996,4200.0,1.99,2110.5527638190956,3800.0,1.71,2222.222222222222,,1.0,,,,,,,,,,,,,,,0.7340710932260228,0.2907467532467532,0.1700854700854701,0.15387589406533925,0.7340710932260228,0.7071783937455579,,,,,1.0,0.3808758229980095,0.2118207282913165,0.1843928772862783,1.0,1.0529100529100528,,,,
 Groupe Atlantic,Alféa Extensa A.I. 6 R32,Alféa Extensa A.I. 6 R32,04.10.2019,Outdoor Air/Water,R32,"0,970 kg",40.0,57,175.0,6.0,4.46,-7.0,-10.0,5000.0,2.74,1824.817518248175,3000.0,4.68,641.0256410256411,2100.0,6.04,347.682119205298,2400.0,7.43,323.0148048452221,5000.0,2.74,1824.817518248175,4500.0,2.67,1685.3932584269664,,55.0,4.0,12.0,10.0,0.0,1,1.1,,,,,,,,,,,,,,,40.0,57,125.0,5.0,4700.0,1.97,2385.786802030457,2900.0,3.11,932.475884244373,1800.0,4.29,419.5804195804196,2300.0,6.06,379.53795379537956,4700.0,1.97,2385.786802030457,4000.0,1.73,2312.1387283236995,,1.3,,,,,,,,,,,,,,,0.7648703214784904,0.26868521549372615,0.14573059039030578,0.13539131181810374,0.7648703214784904,0.7064307912981115,,,,,1.0,0.3908462748854074,0.17586668650498438,0.15908292956955272,1.0,0.9691304882548273,,,,
 Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. 8,Alféa Hybrid Duo Fioul/Oil A.I. 8,27.06.2019,Outdoor Air/Water,R410A,"1,400 kg",48.0,69,156.0,7.0,3.97,-7.0,-10.0,5800.0,2.4,2416.666666666667,3500.0,3.8,921.0526315789474,2300.0,5.7,403.50877192982455,2400.0,8.2,292.6829268292683,5800.0,2.4,2416.666666666667,5600.0,2.0,2800.0,,55.0,6.0,30.0,9.0,0.0,1,0.9,,,,,,,,,,,,,,,48.0,69,118.0,6.0,5300.0,1.8,2944.4444444444443,3100.0,2.9,1068.9655172413793,2000.0,4.1,487.80487804878055,2200.0,5.8,379.3103448275862,5300.0,1.8,2944.4444444444443,4900.0,1.5,3266.6666666666665,,1.2,,,,,,,,,,,,,,,0.8207547169811322,0.3128103277060576,0.13704071499503476,0.09940174873446848,0.8207547169811322,0.9509433962264151,,,,,1.0,0.36304489264801565,0.16566958122411415,0.1288223812621991,1.0,1.109433962264151,,,,
 Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. three phases,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 23 kw,27.06.2019,Outdoor Air/Water,R410A,"2,500 kg",48.0,69,150.0,13.0,3.82,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.7,1810.8108108108108,6200.0,5.4,1148.148148148148,7300.0,7.0,1042.857142857143,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,60.0,14.0,66.0,17.0,0.0,1,1.7,,,,,,,,,,,,,,,48.0,69,117.0,11.0,10000.0,2.0,5000.0,6100.0,2.9,2103.448275862069,5900.0,4.1,1439.0243902439026,7100.0,5.4,1314.8148148148148,10000.0,2.0,5000.0,9300.0,1.6,5812.5,,2.0,,,,,,,,,,,,,,,0.888,0.3621621621621622,0.2296296296296296,0.20857142857142857,0.888,0.9,,,,,1.0,0.42068965517241375,0.2878048780487805,0.26296296296296295,1.0,1.1625,,,,
 Groupe Atlantic,Alféa Hybrid Duo Gaz 11,Alféa Condensol Hybrid Duo Gaz 11,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000.0,2.6,3846.153846153846,6100.0,3.7,1648.6486486486485,6200.0,5.3,1169.811320754717,7400.0,6.9,1072.463768115942,10000.0,2.6,3846.153846153846,10000.0,2.2,4545.454545454545,,80.0,8.0,45.0,12.0,0.0,2,1.3,,,,,,,,,,,,,,,46.0,69,112.0,9.0,8200.0,1.9,4315.789473684211,5000.0,2.8,1785.7142857142858,5900.0,3.8,1552.6315789473686,7000.0,4.8,1458.3333333333335,8200.0,1.9,4315.789473684211,8000.0,1.7,4705.882352941177,,1.3,,,,,,,,,,,,,,,0.8911819887429643,0.3820039551746868,0.2710538426138978,0.248497702368328,0.8911819887429643,1.0532150776053213,,,,,1.0,0.4137630662020906,0.3597560975609756,0.33790650406504064,1.0,1.0903873744619799,,,,
 Groupe Atlantic,Alféa Hybrid Duo Gaz 14,Alféa Condensol Hybrid Duo Gaz 14,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,70,148.0,13.0,3.77,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.6,1861.111111111111,6200.0,5.4,1148.148148148148,7300.0,6.9,1057.9710144927535,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,80.0,8.0,72.0,12.0,0.0,2,1.7,,,,,,,,,,,,,,,46.0,70,113.0,11.0,10000.0,1.9,5263.1578947368425,6100.0,2.8,2178.571428571429,5900.0,3.9,1512.820512820513,7100.0,5.1,1392.1568627450981,10000.0,1.9,5263.1578947368425,9300.0,1.7,5470.588235294118,,2.1,,,,,,,,,,,,,,,0.8435999999999999,0.3536111111111111,0.21814814814814812,0.20101449275362315,0.8435999999999999,0.855,,,,,1.0,0.4139285714285715,0.2874358974358974,0.26450980392156864,1.0,1.0394117647058823,,,,
 Groupe Atlantic,Alféa Hybrid Duo Gaz R6,Alféa Hybrid Duo Gaz R6,,Outdoor Air/Water,R410A,"1,100 kg",46.0,63,169.0,5.0,4.3,-7.0,-10.0,4600.0,2.7,1703.7037037037037,2800.0,4.2,666.6666666666666,2300.0,6.0,383.3333333333333,2300.0,8.3,277.10843373493975,4600.0,2.7,1703.7037037037037,4500.0,2.6,1730.7692307692307,,80.0,6.0,23.0,10.0,0.0,2,0.7,,,,,,,,,,,,,,,46.0,63,115.0,5.0,4000.0,1.8,2222.222222222222,2500.0,2.9,862.0689655172414,1700.0,4.0,425.0,2100.0,5.8,362.0689655172414,4000.0,1.8,2222.222222222222,3500.0,1.6,2187.5,,1.0,,,,,,,,,,,,,,,0.7666666666666667,0.3,0.1725,0.1246987951807229,0.7666666666666667,0.7788461538461539,,,,,1.0,0.3879310344827586,0.19125,0.16293103448275864,1.0,0.984375,,,,
 Groupe Atlantic,Alféa Hybrid duo Gaz R8,Alféa Hybrid Duo Gaz R8,,Outdoor Air/Water,R410A,"1,400 kg",46.0,69,156.0,7.0,3.97,-7.0,-10.0,5800.0,2.4,2416.666666666667,3500.0,3.8,921.0526315789474,2300.0,5.7,403.50877192982455,2400.0,8.2,292.6829268292683,5800.0,2.4,2416.666666666667,5600.0,2.0,2800.0,,80.0,6.0,30.0,9.0,0.0,2,0.9,,,,,,,,,,,,,,,46.0,69,118.0,6.0,5300.0,1.8,2944.4444444444443,3100.0,2.9,1068.9655172413793,2000.0,4.1,487.80487804878055,2200.0,5.8,379.3103448275862,5000.0,1.8,2777.777777777778,4900.0,1.5,3266.6666666666665,,1.2,,,,,,,,,,,,,,,0.8207547169811322,0.3128103277060576,0.13704071499503476,0.09940174873446848,0.8207547169811322,0.9509433962264151,,,,,1.0,0.36304489264801565,0.16566958122411415,0.1288223812621991,0.9433962264150944,1.109433962264151,,,,
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 11,Alféa Condensol Hybrid Duo Gaz Tri 11,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,68,154.0,11.0,3.92,-7.0,-10.0,10000.0,2.7,3703.7037037037035,6100.0,3.7,1648.6486486486485,6200.0,5.5,1127.2727272727273,7400.0,7.1,1042.2535211267607,10000.0,2.7,3703.7037037037035,9900.0,2.3,4304.347826086957,,80.0,14.0,44.0,17.0,0.0,2,1.4,,,,,,,,,,,,,,,46.0,68,112.0,9.0,8200.0,1.9,4315.789473684211,5000.0,2.7,1851.8518518518517,5900.0,3.9,1512.820512820513,7000.0,5.2,1346.1538461538462,8200.0,1.9,4315.789473684211,8100.0,1.6,5062.5,,1.2,,,,,,,,,,,,,,,0.8581752484191507,0.3820039551746868,0.2611973392461197,0.24149776709034698,0.8581752484191507,0.9973488865323437,,,,,1.0,0.42908762420957536,0.3505315822388993,0.3119136960600375,1.0,1.1730182926829267,,,,
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 14,Alféa Condensol Hybrid Duo Gaz Tri 14,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,68,150.0,13.0,3.82,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.7,1810.8108108108108,6200.0,5.4,1148.148148148148,7300.0,7.0,1042.857142857143,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,80.0,14.0,66.0,17.0,0.0,2,1.7,,,,,,,,,,,,,,,46.0,68,117.0,11.0,10000.0,2.0,5000.0,6100.0,2.9,2103.448275862069,5900.0,4.1,1439.0243902439026,7100.0,5.4,1314.8148148148148,10000.0,2.0,5000.0,9300.0,1.6,5812.5,,2.0,,,,,,,,,,,,,,,0.888,0.3621621621621622,0.2296296296296296,0.20857142857142857,0.888,0.9,,,,,1.0,0.42068965517241375,0.2878048780487805,0.26296296296296295,1.0,1.1625,,,,
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 16,Alféa Condensol Hybrid Duo Gaz Tri 16,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,70,149.0,14.0,3.8,-7.0,-10.0,12000.0,2.4,5000.0,7300.0,3.6,2027.7777777777778,6300.0,5.5,1145.4545454545455,7400.0,7.2,1027.7777777777778,12000.0,2.4,5000.0,11700.0,2.3,5086.956521739131,,80.0,14.0,88.0,17.0,0.0,2,1.9,,,,,,,,,,,,,,,46.0,70,117.0,13.0,11500.0,1.8,6388.888888888889,7000.0,2.9,2413.793103448276,5800.0,4.1,1414.6341463414635,7100.0,5.5,1290.909090909091,11500.0,1.8,6388.888888888889,10300.0,1.6,6437.5,,2.7,,,,,,,,,,,,,,,0.782608695652174,0.3173913043478261,0.17928853754940713,0.16086956521739132,0.782608695652174,0.7962192816635162,,,,,1.0,0.3778110944527736,0.22142099681866387,0.20205533596837946,1.0,1.007608695652174,,,,
 Groupe Atlantic,ATLANTIC GEOLIA 10,ATLANTIC GEOLIA 10,16.10.2020,Brine/Water and Water/Water,R410A,"1,450 kg",56.0,,231.0,15.0,5.98,-7.0,-10.0,13400.0,5.71,2346.7600700525395,13500.0,6.03,2238.8059701492534,13600.0,6.48,2098.7654320987654,13700.0,6.68,2050.8982035928143,13400.0,5.71,2346.7600700525395,13300.0,5.27,2523.7191650853892,,55.0,2.0,24.0,4.0,0.0,1,1.8,,,,,,,,,,,,,,,56.0,,177.0,14.0,12400.0,3.74,3315.5080213903743,12800.0,4.67,2740.8993576017133,13000.0,5.29,2457.466918714556,13300.0,5.91,2250.4230118443315,12400.0,3.74,3315.5080213903743,11800.0,3.27,3608.5626911314985,,1.8,,,,,,,,,,,,,,,0.7078131179029433,0.6752527684159845,0.6330147351652727,0.6185773614062198,0.7078131179029433,0.7611862643080126,,,,,1.0,0.8266906126960006,0.7412037319348741,0.6787566180885323,1.0,1.0883890697445004,,,,
 Groupe Atlantic,ATLANTIC GEOLIA 13,ATLANTIC GEOLIA 13,16.10.2020,Brine/Water and Water/Water,R410A,"1,700 kg",55.0,,210.0,18.0,5.44,-7.0,-10.0,16100.000000000002,5.17,3114.119922630561,16300.0,5.5,2963.6363636363635,16500.0,5.81,2839.9311531841654,16700.0,6.14,2719.8697068403912,16100.000000000002,5.17,3114.119922630561,16100.000000000002,5.11,3150.6849315068494,,55.0,2.0,90.0,3.0,0.0,1,2.1,,,,,,,,,,,,,,,55.0,,164.0,16.0,13900.0,3.43,4052.478134110787,14700.0,4.35,3379.3103448275865,15200.0,4.92,3089.430894308943,15700.0,5.51,2849.3647912885663,13900.0,3.43,4052.478134110787,13600.0,3.11,4372.990353697749,,2.1,,,,,,,,,,,,,,,0.7684482974548795,0.7313145846958797,0.7007887665770999,0.6711620931268016,0.7684482974548795,0.7774711737459348,,,,,1.0,0.8338873728603325,0.7623559688834299,0.7031166355481858,1.0,1.0790904254088691,,,,
 Groupe Atlantic,ATLANTIC GEOLIA 17,ATLANTIC GEOLIA 17,16.10.2020,Brine/Water and Water/Water,R410A,"2,300 kg",55.0,,217.0,25.0,5.63,-7.0,-10.0,21800.0,5.42,4022.140221402214,22000.0,5.68,3873.2394366197186,22100.0,5.94,3720.53872053872,22800.0,6.2,3677.4193548387098,21800.0,5.42,4022.140221402214,21700.0,5.29,4102.079395085066,,55.0,2.0,90.0,3.0,0.0,1,3.0,,,,,,,,,,,,,,,55.0,,176.0,23.0,20200.0,3.76,5372.340425531916,20800.0,4.64,4482.758620689656,21200.0,5.18,4092.664092664093,21600.0,5.72,3776.2237762237764,20200.0,3.76,5372.340425531916,19900.0,3.54,5621.468926553673,,2.9,,,,,,,,,,,,,,,0.7486756055679368,0.7209594198856505,0.6925359202586924,0.6845097412967103,0.7486756055679368,0.7635553725504873,,,,,1.0,0.8344144759303517,0.7618028212087617,0.7029010593367029,1.0,1.0463724338535547,,,,
 Groupe Atlantic,ATLANTIC GEOLIA 5,ATLANTIC GEOLIA 5,16.10.2020,Brine/Water and Water/Water,R410A,"0,900 kg",56.0,,211.0,8.0,5.48,-7.0,-10.0,7400.0,5.2,1423.076923076923,7600.0,5.5,1381.8181818181818,7700.0,5.8,1327.5862068965519,7700.0,6.1,1262.2950819672133,7400.0,5.2,1423.076923076923,7300.0,5.0,1460.0,,55.0,2.0,9.0,4.0,0.0,1,1.1,,,,,,,,,,,,,,,56.0,,151.0,8.0,6800.0,3.3,2060.6060606060605,6900.0,4.0,1725.0,7100.0,4.4,1613.6363636363635,7200.0,4.9,1469.3877551020407,6800.0,3.3,2060.6060606060605,6700.0,3.1,2161.290322580645,,1.0,,,,,,,,,,,,,,,0.6906108597285068,0.6705882352941176,0.6442697768762679,0.6125843780135006,0.6906108597285068,0.708529411764706,,,,,1.0,0.8371323529411765,0.7830882352941176,0.7130852340936374,1.0,1.0488614800759013,,,,
 Groupe Atlantic,ATLANTIC GEOLIA 7,ATLANTIC GEOLIA 7,16.10.2020,Brine/Water and Water/Water,R410A,"0,950 kg",57.0,,194.0,11.0,5.06,-7.0,-10.0,9400.0,4.8,1958.3333333333335,9500.0,5.1,1862.745098039216,9600.0,5.3,1811.3207547169811,9700.0,5.6,1732.1428571428573,9400.0,4.8,1958.3333333333335,9400.0,4.7,2000.0,,55.0,2.0,14.0,4.0,0.0,1,1.2,,,,,,,,,,,,,,,57.0,,149.0,10.0,8500.0,3.3,2575.757575757576,8800.0,3.9,2256.4102564102564,9000.0,4.3,2093.0232558139537,9200.0,4.8,1916.6666666666667,8500.0,3.3,2575.757575757576,8300.0,3.0,2766.6666666666665,,1.2,,,,,,,,,,,,,,,0.7602941176470588,0.7231833910034602,0.7032186459489456,0.6724789915966387,0.7602941176470588,0.776470588235294,,,,,1.0,0.8760180995475112,0.8125854993160055,0.7441176470588236,1.0,1.0741176470588234,,,,
 Groupe Atlantic,Atlantic Ixtra M 15,Atlantic Ixtra M 15,14.10.2022,Outdoor Air/Water,R452B,"2,750 kg",,53,177.0,13.5,4.51,-7.0,-10.0,11900.0,3.04,3914.4736842105262,7300.0,4.7,1553.191489361702,8600.0,5.55,1549.5495495495495,10100.0,6.53,1546.7075038284838,11900.0,3.09,3851.1326860841427,11100.0,2.86,3881.1188811188813,,60.0,18.0,48.0,20.0,0.0,1,2.4,,,,,,,,,,,,,,,,53,131.0,13.3,11800.0,2.24,5267.857142857142,7200.0,3.38,2130.1775147928993,8300.0,4.24,1957.5471698113206,9800.0,5.06,1936.7588932806325,11800.0,2.24,5267.857142857142,11200.0,2.07,5410.628019323672,,2.1,,,,,,,,,,,,,,,0.7430865298840322,0.29484313018391634,0.2941517788975416,0.29361227191320377,0.7310624760024136,0.7367547706530758,,,,,1.0,0.4043726807742453,0.37160217460825073,0.36765592550412013,1.0,1.0271022680750022,,,,
 Groupe Atlantic,Atlantic Ixtra M 17 Tri,Atlantic Ixtra M 17 Tri,14.10.2022,Outdoor Air/Water,R452B,"2,750 kg",,52,165.0,14.5,4.19,-7.0,-10.0,12800.0,2.71,4723.247232472325,7800.0,4.33,1801.3856812933025,8600.0,5.3,1622.6415094339623,9800.0,6.18,1585.7605177993528,12800.0,2.71,4723.247232472325,12200.0,2.59,4710.424710424711,,60.0,18.0,45.0,20.0,0.0,1,2.3,,,,,,,,,,,,,,,,52,126.0,15.4,13600.0,2.12,6415.094339622641,8300.0,3.33,2492.4924924924926,7700.0,3.73,2064.343163538874,9600.0,5.32,1804.5112781954886,13600.0,2.12,6415.094339622641,12500.0,1.91,6544.502617801048,,2.9,,,,,,,,,,,,,,,0.736270892120686,0.2808042385545442,0.2529411764705882,0.24719208071578147,0.736270892120686,0.7342720872132638,,,,,1.0,0.3885355944179474,0.32179466961047154,0.2812914639540026,1.0,1.0201724668925163,,,,
 Groupe Atlantic,Atlantic Ixtra M 9,Atlantic Ixtra M 9,14.10.2022,Outdoor Air/Water,R452B,"1,800 kg",,53,175.0,8.0,4.45,-5.0,-10.0,6020.0,3.16,1905.0632911392404,4310.0,4.7,917.0212765957447,4440.0,5.63,788.6323268206039,5040.0,6.66,756.7567567567568,6460.0,3.36,1922.6190476190477,5740.0,2.84,2021.1267605633805,,60.0,14.0,43.0,27.0,0.0,1,2.26,,,,,,,,,,,,,,,,53,128.0,6.8,6020.0,2.22,2711.7117117117114,3660.0,3.29,1112.4620060790273,4270.0,4.27,1000.0000000000001,4970.0,5.48,906.934306569343,6020.0,2.22,2711.7117117117114,5770.0,1.93,2989.637305699482,,1.03,,,,,,,,,,,,,,,0.7025316455696203,0.33817063688414506,0.2908245457710533,0.2790697674418605,0.7090056953013765,0.7453324598755324,,,,,1.0,0.41024346403578754,0.3687707641196014,0.3344508572398574,1.0,1.1024908336632644,,,,
 Groupe Atlantic,AUREA 10,AUREA 10,,Outdoor Air/Water,R410A,"1,720 kg",0.0,65,161.0,7.6,4.1,-7.0,-10.0,6720.0,2.58,2604.6511627906975,4090.0,3.95,1035.4430379746834,2630.0,6.03,436.15257048092866,2910.0,6.42,453.2710280373832,6720.0,2.58,2604.6511627906975,6210.0,2.36,2631.35593220339,,55.0,5.0,60.0,5.0,0.0,1,1.4,,,,,,,,,,,,,,,0.0,65,117.0,6.9,6100.0,1.96,3112.2448979591836,3720.0,2.88,1291.6666666666667,2390.0,4.01,596.0099750623442,3080.0,5.93,519.3929173693086,6100.0,1.96,3112.2448979591836,5530.0,1.64,3371.951219512195,,1.5,,,,,,,,,,,,,,,0.8369043080442241,0.33269973023448846,0.1401408259250197,0.14564118277922478,0.8369043080442241,0.8454848569046958,,,,,1.0,0.4150273224043716,0.19150484444626142,0.16688690459735164,1.0,1.0834466213514595,,,,
