Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP
 ait-deutschland GmbH,LWC 100,LWC 100,06.09.2019,Outdoor Air/Water,On-Off,4.0,11.89,11.19,R404A,"4,100 kg",55.0,,55.0,,-4.0,-10.0,58.0,10.0,10.0,10.0,0.0,146.0,116.0,3.73,,,7830,,3896,,2.01,,-85.0681192608106,0.0128637233538386,0.3366659538800075,85.07053568273697,66.78455535545604,-0.0563008812691954,5.385236406150838,-66.69738210560077,,,,,66.78455535545604,-0.0563008812691954,5.385236406150838,-66.69738210560077,4.106057502376019,2.089927408872833,3.4961753401707067
 ait-deutschland GmbH,LWC 120,LWC 120,06.09.2019,Outdoor Air/Water,On-Off,4.0,13.51,12.68,R404A,"4,500 kg",55.0,,55.0,,-4.0,-10.0,58.0,10.0,10.0,10.0,0.0,144.0,115.0,3.67,,,8820,,4642,,1.9,,-2.690386174823107,0.0125841390009117,0.3236895810455008,2.690572217575591,232.8015571762176,-0.054292125861649,5.255942619790132,-232.7100288461849,,,,,232.8015571762176,-0.054292125861649,5.255942619790132,-232.7100288461849,3.9773311595245677,2.9582410192426463,3.676916925281245
 ait-deutschland GmbH,LWC 60,LWC 60,06.09.2019,Outdoor Air/Water,On-Off,4.0,6.29,5.9,R407c,"2,950 kg",55.0,,55.0,,-5.0,-10.0,60.0,10.0,10.0,10.0,0.0,148.0,120.0,3.78,,,4420,,2188,,2.02,,194.9968177252587,0.0123760085177882,0.3555376887090443,-194.994581023976,137.30511776755614,-0.0534992821367776,5.358524045611499,-137.2113995420029,,,,,137.30511776755614,-0.0534992821367776,5.358524045611499,-137.2113995420029,3.0872250864321638,3.270707037158523,3.3974871005194967
 ait-deutschland GmbH,LWC 80,LWC 80,06.09.2019,Outdoor Air/Water,On-Off,4.0,8.34,7.85,R407c,"3,200 kg",55.0,55,55.0,55,-5.0,-10.0,60.0,10.0,10.0,10.0,0.0,151.0,122.0,3.84,,,5940,,2870,,2.07,,177.227552313721,0.0126124211874955,0.3292637283818416,-177.22781675395242,-0.4092199657324045,-0.0551127189270797,5.450907136986748,0.4981030487424647,,,,,-0.4092199657324045,-0.0551127189270797,5.450907136986748,0.4981030487424647,3.716659151511947,4.793894477831619,3.6143135101039503
 ait-deutschland GmbH,LWD 50A,LWD 50A-HMD,12.05.2017,Outdoor Air/Water,On-Off,4.0,6.02,5.41,R290,"0,950 kg",,57,,57,-5.0,-10.0,62.0,15.0,15.0,15.0,0.0,164.0,125.0,4.16,,,4000,,2010,,1.99,,29.531904501078586,0.01383604952856,0.2661432852753306,-29.5307577273721,107.32722714733622,-0.0732653611733765,6.436012487768548,-107.20758875085112,,,,,107.32722714733622,-0.0732653611733765,6.436012487768548,-107.20758875085112,6.3579964751768525,3.1192533712735018,5.0793958703400515
 ait-deutschland GmbH,LWD 50A/RX,LWD 50A/RX-HMD,24.11.2020,Outdoor Air/Water,On-Off,4.0,5.78,5.41,R290,"2,100 kg",,57,,57,-5.0,-10.0,62.0,15.0,15.0,15.0,0.0,152.0,125.0,3.87,,,4110,,1803,,2.28,,-159.47642763847338,0.0110215836157908,0.4463682570478847,159.48078159975134,283.8870153255462,-0.0523989446193885,5.500390286495,-283.7932087696016,,,,,283.8870153255462,-0.0523989446193885,5.500390286495,-283.7932087696016,4.333396129490624,1.3499671151566757,3.766945250264314
 ait-deutschland GmbH,LWD 50A/SX,LWD 50A/SX-HMD,24.11.2020,Outdoor Air/Water,On-Off,4.0,6.37,5.91,R290,"0,950 kg",,58,,58,-4.0,-10.0,62.0,10.0,10.0,10.0,0.0,152.0,127.0,3.88,,,4110,,1803,,2.28,,-31.523807278382048,0.0094172345332808,0.5166540754762716,31.52433181861514,107.32009086935405,-0.0492207339035934,5.392402677266315,-107.21378802806085,,,,,107.32009086935405,-0.0492207339035934,5.392402677266315,-107.21378802806085,4.279408911190865,1.683096478911208,3.9075816896220914
 ait-deutschland GmbH,LWD 70A,LWD 70A-HMD,12.05.2017,Outdoor Air/Water,On-Off,4.0,8.85,8.28,R290,"1,100 kg",,57,,57,-4.0,-10.0,70.0,15.0,15.0,15.0,0.0,158.0,127.0,4.02,,,5800,,2624,,2.21,,-45.022128881610215,0.012884810358108,0.3249427031419749,45.02398154341113,137.312357635875,-0.0615976453220959,5.973253028147182,-137.1904531028682,,,,,137.312357635875,-0.0615976453220959,5.973253028147182,-137.1904531028682,9.564250943108604,2.962017220820492,8.837483864108986
 ait-deutschland GmbH,LWD 70A/RX,LWD 70A/RX-HMD,24.11.2020,Outdoor Air/Water,On-Off,4.0,8.61,7.92,R290,"2,200 kg",,57,,57,-4.0,-10.0,62.0,15.0,15.0,15.0,0.0,152.0,125.0,3.87,,,5580,,2447,,2.28,,-195.9517279312016,0.0108810285810414,0.4469125238172243,195.95410891886272,-102.57256169875907,-0.05349239767436,5.548038594999892,102.6709938573538,,,,,-102.57256169875907,-0.05349239767436,5.548038594999892,102.6709938573538,5.101974375290145,1.1280266265565335,5.299530617724671
 ait-deutschland GmbH,LWD 70A/SX,LWD 70A/SX-HMD,24.11.2020,Outdoor Air/Water,On-Off,4.0,8.84,8.13,R290,"1,100 kg",,58,,58,-10.0,-4.0,62.0,10.0,10.0,10.0,0.0,144.0,121.0,3.67,,,5810,,2702,,2.15,,-142.56015470380646,0.0087344996770265,0.5310290718717319,142.56248245496832,-96.75672533312924,-0.0411292603965272,4.845278331347859,96.85380818701302,,,,,-96.75672533312924,-0.0411292603965272,4.845278331347859,96.85380818701302,5.249618720903854,3.7448868402070015,3.1997768125506387
 ait-deutschland GmbH,LWD 90A,LWD 90A-HMD,12.05.2017,Outdoor Air/Water,On-Off,4.0,10.45,10.21,R290,"1,170 kg",,62,,62,-4.0,-10.0,70.0,15.0,15.0,15.0,0.0,150.0,126.0,3.84,,,7200,,3064,,2.35,,283.83636359742644,0.011904955716152,0.3910861657485502,-283.8347480573913,217.2544092070365,-0.0508890067330432,5.429471919969618,-217.16266991193427,,,,,217.2544092070365,-0.0508890067330432,5.429471919969618,-217.16266991193427,4.619054167075987,2.061253718044263,5.09078276153404
 ait-deutschland GmbH,LWDV 91-1/3,LWDV 91-1/3-HDV 12-3,27.08.2019,Outdoor Air/Water,Regulated,1.0,9.5,8.9,R290,"1,050 kg",,54,,54,-5.0,-10.0,60.0,0.0,22.0,22.0,30.0,187.0,147.0,4.75,,,7070,,3228,,2.19,,70.60562296789213,0.0087655058585331,0.1135291075405228,-70.66140056618237,279.5000910942839,-0.0682698138390388,6.952536378091339,-279.3006658260133,,,,,279.5000910942839,-0.0682698138390388,6.952536378091339,-279.3006658260133,21.15135459415884,19.687677404241885,7.206314777615686
 ait-deutschland GmbH,LWV 122 Inverter,LWAV 122R3,27.03.2019,Outdoor Air/Water,Regulated,1.0,10.0,8.8,R410A,"3,600 kg",47.0,58,47.0,58,-7.0,-10.0,60.0,20.0,20.0,20.0,0.0,174.0,132.0,4.41,,,8300,,3807,,2.18,,-17.60989725432867,0.0075400875982336,0.192180190044055,17.551187664451053,-291.3217944451132,-0.0750423800198166,6.584056404567274,291.48658746340567,,,,,-291.3217944451132,-0.0750423800198166,6.584056404567274,291.48658746340567,18.829438383466357,12.036407662266189,10.666940924430325
 ait-deutschland GmbH,LWV 82 Inverter,LWAV 82R1/3,27.03.2019,Outdoor Air/Water,Regulated,1.0,6.7,5.65,R410A,"3,000 kg",48.0,50,48.0,50,-7.0,-10.0,60.0,31.0,0.0,31.0,0.0,180.0,135.0,4.57,,,5040,,2182,,2.31,,-34.9122289003735,0.0089896303006858,0.1918726596215769,34.86437809656168,146.214291695334,-0.0885403136785062,7.378354791758394,-146.05958642384448,,,,,146.214291695334,-0.0885403136785062,7.378354791758394,-146.05958642384448,15.340777192700273,9.387364771450978,8.879573796200823
 ait-deutschland GmbH,Paros 4,alpha innotec - Paros 4,10.06.2022,Outdoor Air/Water,Regulated,1.0,5.0,4.0,R454B,"1,640 kg",43.0,41,43.0,41,-7.0,-10.0,65.0,11.0,11.0,0.0,0.0,180.0,138.0,4.58,,,3840,,1910,,2.01,,-128.4307947621354,0.0053698483017129,0.2528115313444781,128.36623945737,53.48452196152694,-0.076340452132778,6.587982255567325,-53.3463160235671,,,,,53.48452196152694,-0.076340452132778,6.587982255567325,-53.3463160235671,11.298960151285415,6.3256175407372535,9.955828716301431
 ait-deutschland GmbH,SWCV 122 Inverter,PWZSV 122H1S (1~230V) ,12.05.2017,Brine/Water,Regulated,2.0,11.6,12.4,R407c,"2,000 kg",44.0,,44.0,,-10.0,-10.0,65.0,5.0,15.0,7.0,0.0,201.0,157.0,5.22,,,11100,,3491,,3.18,,-0.0166949445427016,0.0166949445427018,-0.1264150155230082,-0.0335633101056687,0.0860646458452386,-0.0860646792585279,7.692436668275841,0.0117247708227944,,,,,0.0860646458452386,-0.0860646792585279,7.692436668275841,0.0117247708227944,57.2205775975912,59.892128644213514,2.5086299912159684
 ait-deutschland GmbH,SWCV 162 Inverter, WZSV 162(H)(K)3M ,12.05.2017,Brine/Water,Regulated,2.0,15.9,16.0,R407c,"2,200 kg",43.0,,43.0,,-10.0,-10.0,65.0,2.0,20.0,7.0,30.0,199.0,154.0,5.17,,,14200,,4733,,3.0,,-0.0134570647470274,0.013457069079707,-0.0044604123139708,-0.0405463728743468,0.0863713986555697,-0.0863714580065869,7.655192717970931,0.0321646230699584,,,,,0.0863713986555697,-0.0863714580065869,7.655192717970931,0.0321646230699584,43.79957041435432,51.30685189865595,6.162533042610279
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H1S(1~ 230V),29.03.2019,Brine/Water,Regulated,2.0,8.5,7.5,R407c,"1,250 kg",47.0,,47.0,,-8.0,-10.0,65.0,12.0,19.0,12.0,0.0,203.0,148.0,5.26,,,6620,,2236,,2.96,,-0.0081131598458968,0.0081131599722174,0.2272576680174311,-0.0490217064336995,0.1019488156524552,-0.1019488156521449,8.18243752501876,0.0370151465781971,,,,,0.1019488156524552,-0.1019488156521449,8.18243752501876,0.0370151465781971,90.19959815426066,100.10088036760106,6.916376948210315
 ait-deutschland GmbH,WWC 100 H/X,WWC 100H/X,06.09.2019,Water/Water,On-Off,6.0,11.0,9.93,R407c,"2,950 kg",53.0,,53.0,,-10.0,-10.0,65.0,10.0,10.0,10.0,10.0,232.0,174.0,5.99,,,10090,,2866,,3.52,,-0.0151922755231384,0.0151922710987667,0.3408615295339824,0.0003018563411552,0.1160417538794472,-0.116041716977545,8.36543878466654,0.00373647976881,,,,,0.1160417538794472,-0.116041716977545,8.36543878466654,0.00373647976881,2.7267821002093635,2.6822661847890052,1.5099653701576936
 ait-deutschland GmbH,WWC 130 H/X,WWC 130H/X ,06.09.2019,Water/Water,On-Off,6.0,12.9,11.7,R407c,"3,500 kg",53.0,,53.0,,-10.0,-10.0,65.0,10.0,10.0,10.0,0.0,227.0,176.0,5.88,,,11880,,3273,,3.63,,-0.0138698399810397,0.0138698412727592,0.3977959516798038,0.0002716195229046,0.1044046190949429,-0.1044046597140503,8.008532791192488,0.0028803473822941,,,,,0.1044046190949429,-0.1044046597140503,8.008532791192488,0.0028803473822941,2.1258447838991934,2.3450364665167633,1.3734511514908467
 ait-deutschland GmbH,WWC 160 H/X,WWC 160H/X,06.09.2019,Water/Water,On-Off,6.0,14.6,13.83,R407c,"3,950 kg",53.0,,53.0,,-10.0,-10.0,65.0,7.0,7.0,7.0,0.0,221.0,167.0,5.72,,,13530,,3748,,3.61,,-0.0149322954955343,0.014932295247784,0.3856682065599801,0.0022555578939523,0.1077187028457416,-0.1077187218760741,7.899922339791357,-0.0147937983380193,,,,,0.1077187028457416,-0.1077187218760741,7.899922339791357,-0.0147937983380193,2.2977309760813016,2.250695323590028,2.4575383770347226
 ait-deutschland GmbH,WWC 190 H/X,WWC 190H/X,06.09.2019,Water/Water,On-Off,6.0,18.3,16.3,R407c,"4,300 kg",53.0,,53.0,,-10.0,-10.0,65.0,10.0,10.0,10.0,0.0,234.0,179.0,6.05,,,16600,,4573,,3.63,,-0.0140312984684253,0.0140312968955088,0.3901473457565957,1.289846688557376e-05,0.1108656451777312,-0.1108656196667481,8.283407180438815,0.0057691517352954,,,,,0.1108656451777312,-0.1108656196667481,8.283407180438815,0.0057691517352954,2.2359711200946917,2.3602771654763433,1.802048265538435
 ait-deutschland GmbH,WWC 220 H/X,WWC 220H/X,06.09.2019,Water/Water,On-Off,6.0,21.8,20.37,R407c,"4,500 kg",56.0,,56.0,,-10.0,-10.0,65.0,10.0,10.0,10.0,0.0,241.0,170.0,6.23,,,20540,,5643,,3.64,,-0.0185214907686973,0.0185214911638349,0.2526531809711712,0.0043825064972144,0.1411862635772376,-0.1411863378811369,9.090888444576006,-0.033777336723581,,,,,0.1411862635772376,-0.1411863378811369,9.090888444576006,-0.033777336723581,4.148614320657245,4.550173376347221,6.284124607573331
 ait-deutschland GmbH,WZSV 42,alpha innotec - WZSV 42K3M,21.06.2022,Brine/Water,Regulated,2.0,3.9,4.2,R410A,"0,900 kg",42.0,,42.0,,-10.0,-10.0,55.0,12.0,44.0,12.0,0.0,192.0,135.0,5.01,,,3580,,1178,,3.04,,-0.017511209753232,0.0175112097532298,-0.1409482476261106,-0.0312301985317537,0.1119175845207661,-0.111917584520837,8.445764375143447,-0.0138849734970368,,,,,0.1119175845207661,-0.111917584520837,8.445764375143447,-0.0138849734970368,39.69825566078783,35.577851700720544,5.903374800706718
 Argoclima S.p.A,AIM06,AIM06EMX,10.10.2018,Outdoor Air/Water,Regulated,1.0,4.73,3.51,R410A,"1,300 kg",,65,,65,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,153.0,111.0,3.89,,,3100,,1824,,1.7,,265.62469467544304,0.0031629156873666,0.381306422609421,-265.6884810585557,0.1384859055639511,-0.0770356460641308,6.130043497373272,-0.0083268306327815,,,,,0.1384859055639511,-0.0770356460641308,6.130043497373272,-0.0083268306327815,36.15421007315227,31.456374869170673,9.887636262079258
 Argoclima S.p.A,AIM08,AIM08EMX,10.10.2018,Outdoor Air/Water,Regulated,1.0,6.51,5.5,R410A,"1,460 kg",,69,,69,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,159.0,113.0,4.05,,,4870,,2661,,1.83,,-82.76452072469978,0.0103296525264106,0.098535607300555,82.71599707936316,215.18622172642395,-0.0860103787096307,6.588963328923979,-215.06796649234684,,,,,215.18622172642395,-0.0860103787096307,6.588963328923979,-215.06796649234684,31.57196583379951,28.29379598041004,10.818867025948464
 Argoclima S.p.A,AIM14,AIM14EMX,10.10.2018,Outdoor Air/Water,Regulated,1.0,9.83,9.52,R410A,"3,100 kg",,70,,70,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,153.0,111.0,3.91,,,8420,,5329,,1.58,,212.7674641976636,0.0154957547818117,-0.169576641529038,-212.8147617253506,283.9195900190773,-0.0803324575414434,6.301213626902092,-283.7641718240756,,,,,283.9195900190773,-0.0803324575414434,6.301213626902092,-283.7641718240756,20.87605870120566,15.582805232193733,11.776592733031148
 Argoclima S.p.A,AUA + G50,AUAH + AEI1G50EMX,21.02.2019,Outdoor Air/Water,Regulated,1.0,2.86,3.41,R410A,"1,300 kg",46.0,65,46.0,65,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,151.0,111.0,3.85,,,3010,,1720,,1.75,,525.5264326237974,0.0174642381885741,-0.2310085120214006,-525.5700520245722,-142.51930020919306,-0.0742045714043234,6.039375854408412,142.68363021715044,,,,,-142.51930020919306,-0.0742045714043234,6.039375854408412,142.68363021715044,21.677487653359147,15.125813010897504,13.520545089191048
 Argoclima S.p.A,AUB + G65,AUBH + AEI1G65EMX,21.02.2019,Outdoor Air/Water,Regulated,1.0,5.8,4.5,R410A,"2,700 kg",46.0,65,46.0,65,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,153.0,111.0,3.89,,,3980,,2503,,1.59,,-242.151147041012,0.0088457020090445,0.1368983761840985,242.0959683529859,-104.7624345403038,-0.0759810196046767,6.146205338426813,104.92511803955122,,,,,-104.7624345403038,-0.0759810196046767,6.146205338426813,104.92511803955122,26.411683452845686,21.625135493530465,12.1203751192419
 Argoclima S.p.A,AUC + G110,AUCH + AEI1G110BEMX,21.02.2019,Outdoor Air/Water,Regulated,1.0,8.35,7.1,R410A,"3,380 kg",46.0,69,46.0,69,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,151.0,111.0,3.85,,,6280,,4052,,1.55,,212.7611435139707,0.007900431145703,0.1475893989930784,-212.8211112828592,-62.55428851441897,-0.0737531395166422,6.019152606486348,62.73246325309743,,,,,-62.55428851441897,-0.0737531395166422,6.019152606486348,62.73246325309743,34.16611985885044,40.847465227117766,11.271852283322097
 Argoclima S.p.A,AUC + G80,AUCH + AEI1G80BEMX,21.02.2019,Outdoor Air/Water,Regulated,1.0,6.59,5.76,R410A,"2,990 kg",46.0,69,46.0,69,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,151.0,111.0,3.85,,,5100,,3072,,1.66,,184.331306014398,0.0105334513088071,0.0517481471609757,-184.3859748558364,248.3756940035165,-0.0757592616353323,6.062878354262138,-248.23316654641897,,,,,248.3756940035165,-0.0757592616353323,6.062878354262138,-248.23316654641897,30.48810635046043,25.512757071645897,10.070733861723294
 Argoclima S.p.A,AUD + G140,AUDH + AEI1G140EMX,21.02.2019,Outdoor Air/Water,Regulated,1.0,11.86,9.36,R410A,"4,400 kg",46.0,70,46.0,70,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,161.0,111.0,4.09,,,8280,,5412,,1.53,,4.890874302003951,0.0101673700473805,0.0530261261309938,-4.946990798699659,-213.60527417730395,-0.0890240809002188,6.6656100390803,213.7323007092401,,,,,-213.60527417730395,-0.0890240809002188,6.6656100390803,213.7323007092401,17.33002147902591,11.9727907581251,8.669853266413064
 Ariston Thermo Group,NIMBUS 110 M - ARIANEXT 110 M - AEROTOP MONO 11 - ENERGION M 11,AEROTOP HYBRID MINI EVO 11,19.12.2017,Outdoor Air/Water,Regulated,1.0,12.56,11.55,R410A,"3,900 kg",15.0,63,15.0,63,-7.0,-10.0,60.0,20.0,20.0,20.0,20.0,189.0,132.0,4.8,,,10220,,4424,,2.31,,241.19851256919395,0.0102269310369785,0.1038038493216602,-241.2485250207331,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,,,,,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,17.328343482806282,13.435588768613872,15.748746835310342
 Ariston Thermo Group,NIMBUS 110 M - ARIANEXT 110 M - AEROTOP MONO 11 - ENERGION M 11,AEROTOP MONO 11M-CR,19.12.2017,Outdoor Air/Water,Regulated,1.0,12.56,11.55,R410A,"3,900 kg",15.0,63,15.0,63,-7.0,-10.0,60.0,20.0,20.0,20.0,20.0,189.0,132.0,4.8,,,10220,,4424,,2.31,,241.19851256919395,0.0102269310369785,0.1038038493216602,-241.2485250207331,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,,,,,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,17.328343482806282,13.435588768613872,15.748746835310342
 Ariston Thermo Group,NIMBUS 110 M - ARIANEXT 110 M - AEROTOP MONO 11 - ENERGION M 11,AEROTOP MONO BUILT-IN 11M-CR,19.12.2017,Outdoor Air/Water,Regulated,1.0,12.56,11.55,R410A,"3,900 kg",0.0,63,0.0,63,-7.0,-10.0,60.0,20.0,20.0,20.0,20.0,189.0,132.0,4.8,,,10220,,4424,,2.31,,241.19851256919395,0.0102269310369785,0.1038038493216602,-241.2485250207331,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,,,,,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,17.328343482806282,13.435588768613872,15.748746835310342
 Ariston Thermo Group,NIMBUS 110 M - ARIANEXT 110 M - AEROTOP MONO 11 - ENERGION M 11,ARIANEXT FLEX 110 M - 300 LINK,19.12.2017,Outdoor Air/Water,Regulated,1.0,12.56,11.55,R410A,"3,900 kg",15.0,63,15.0,63,-7.0,-10.0,60.0,20.0,20.0,20.0,20.0,189.0,132.0,4.8,,,10220,,4424,,2.31,,241.19851256919395,0.0102269310369785,0.1038038493216602,-241.2485250207331,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,,,,,4.043154507745576,-0.1188787887576769,8.379971373111287,-3.9280867827245753,17.328343482806282,13.435588768613872,15.748746835310342
 Ariston Thermo Group,NIMBUS 110 S - ARIANEXT 110 S - AEROTOP SPLIT 11,AEROTOP SPLIT 11M-CR,19.12.2017,Outdoor Air/Water,Regulated,1.0,12.29,11.54,R410A,"4,300 kg",43.0,62,43.0,62,-7.0,-10.0,60.0,18.0,19.0,18.0,18.0,187.0,135.0,4.74,,,10210,,4401,,2.32,,724.5514867577565,0.0111659204984536,0.0729197586390449,-724.5988629266313,-75.61440463819767,-0.1085986726851306,8.109454062543007,75.77865473572072,,,,,-75.61440463819767,-0.1085986726851306,8.109454062543007,75.77865473572072,20.68664839012471,13.293579312082286,15.493546675073201
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,AEROTOP HYBRID MINI EVO 04X,19.12.2017,Outdoor Air/Water,Regulated,1.0,5.21,4.64,R410A,"1,880 kg",15.0,57,15.0,57,-7.0,-10.0,60.0,13.0,13.0,13.0,13.0,191.0,135.0,4.55,,,4100,,1790,,2.29,,-211.8691675653764,0.0104498290999925,0.1073650601461265,211.8215220943605,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,,,,,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,13.07680937301061,12.385156996543856,10.805477550953988
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,AEROTOP MONO 04M-CRX 1Z,19.12.2017,Outdoor Air/Water,Regulated,1.0,5.21,4.64,R410A,"1,880 kg",15.0,57,15.0,57,-7.0,-10.0,60.0,13.0,13.0,13.0,13.0,191.0,135.0,4.55,,,4100,,1790,,2.29,,-211.8691675653764,0.0104498290999925,0.1073650601461265,211.8215220943605,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,,,,,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,13.07680937301061,12.385156996543856,10.805477550953988
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,AEROTOP MONO BUILT-IN 04M-CRX,19.12.2017,Outdoor Air/Water,Regulated,1.0,5.21,4.64,R410A,"1,880 kg",0.0,57,0.0,57,-7.0,-10.0,60.0,13.0,13.0,13.0,13.0,191.0,135.0,4.55,,,4100,,1790,,2.29,,-211.8691675653764,0.0104498290999925,0.1073650601461265,211.8215220943605,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,,,,,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,13.07680937301061,12.385156996543856,10.805477550953988
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M COMPACT 4 2Z,19.12.2017,Outdoor Air/Water,Regulated,1.0,5.21,4.64,R410A,"1,880 kg",43.0,57,43.0,57,-7.0,-10.0,60.0,15.0,15.0,15.0,15.0,191.0,135.0,4.55,,,4100,,1790,,2.29,,-211.8691675653764,0.0104498290999925,0.1073650601461265,211.8215220943605,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,,,,,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,13.07680937301061,12.385156996543856,10.805477550953988
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M PLUS 4 2Z,19.12.2017,Outdoor Air/Water,Regulated,1.0,5.21,4.64,R410A,"1,880 kg",43.0,57,43.0,57,-7.0,-10.0,60.0,15.0,15.0,15.0,15.0,191.0,135.0,4.55,,,4100,,1790,,2.29,,-211.8691675653764,0.0104498290999925,0.1073650601461265,211.8215220943605,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,,,,,-9.297969807862264,-0.1041003844839521,7.653215878118246,9.382679739325726,13.07680937301061,12.385156996543856,10.805477550953988
