Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],Pdesignc,Temperatur,T_outside,Pdc,EER
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,35,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,30,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,25,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,35,10.66,3.23
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,30,7.87,4.32
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,25,5.16,6.16
DAIKIN Europe N.V.,EPGA11DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,10.7,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,35,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,30,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,25,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,35,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,30,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,25,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,+7°C/+12°C,20,7.86,6.65
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,35,11.60,3.26
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,30,8.80,4.75
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,25,5.70,6.91
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,20,5.80,8.45
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,35,11.60,3.26
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,30,8.80,4.75
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,25,5.70,6.91
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,20,5.80,8.45
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,35,11.60,3.26
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,30,8.80,4.75
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,25,5.70,6.91
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,20,5.80,8.45
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,35,11.60,3.26
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,30,8.80,4.75
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,25,5.70,6.91
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,+7°C/+12°C,20,5.80,8.45
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,35,12.80,3.16
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,30,9.90,4.57
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,25,6.20,6.80
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,20,5.80,8.42
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,35,12.80,3.16
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,30,9.90,4.57
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,25,6.20,6.80
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,20,5.80,8.42
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,35,12.80,3.16
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,30,9.90,4.57
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,25,6.20,6.80
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,20,5.80,8.42
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,35,12.80,3.16
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,30,9.90,4.57
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,25,6.20,6.80
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,+7°C/+12°C,20,5.80,8.42
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,35,14.00,3.06
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,30,10.80,4.41
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,25,6.90,6.56
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,20,5.90,8.51
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,35,14.00,3.06
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,30,10.80,4.41
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,25,6.90,6.56
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,20,5.90,8.51
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,35,14.00,3.06
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,30,10.80,4.41
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,25,6.90,6.56
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,20,5.90,8.51
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,35,14.00,3.06
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,30,10.80,4.41
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,25,6.90,6.56
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,+7°C/+12°C,20,5.90,8.51
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,35,9.40,3.35
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,30,7.00,4.69
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,25,4.90,6.70
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,20,5.70,8.22
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,35,9.40,3.35
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,30,7.00,4.69
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,25,4.90,6.70
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,20,5.70,8.22
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,35,9.40,3.35
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,30,7.00,4.69
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,25,4.90,6.70
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,20,5.70,8.22
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,35,9.40,3.35
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,30,7.00,4.69
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,25,4.90,6.70
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,+7°C/+12°C,20,5.70,8.22
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,35,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,30,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,25,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,20,2.50,8.24
