Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],Pdesignc,Temperatur,T_outside,Pdc,EER
DAIKIN Europe N.V.,ERGA04EV(A) / EHBX04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,20,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,35,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,30,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,25,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,20,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,35,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,30,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,25,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,+7°C/+12°C,20,2.50,8.24
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,35,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,30,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,+7°C/+12°C,20,2.52,8.36
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,35,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,30,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,25,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,+7°C/+12°C,20,2.54,8.47
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,35,4,4
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,35,5.5,5.4
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,30,2.95,5
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,30,4.05,7.2
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,25,2.05,6.45
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,25,2.61,9.6
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,20,2.88,8
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWM-2.0NRE - with,2019-08-02,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,20,2.51,10.3
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWD-2.0NWE-200S with cooling kit,2019-08-08,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,35,4,4
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWD-2.0NWE-200S with cooling kit,2019-08-08,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,35,5.5,5.4
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWD-2.0NWE-200S with cooling kit,2019-08-08,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,30,2.95,5
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWD-2.0NWE-200S with cooling kit,2019-08-08,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,30,4.05,7.2
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWD-2.0NWE-200S with cooling kit,2019-08-08,Outdoor Air/Water,R32,1.2,4,+7°C/+12°C,25,2.05,6.45
Johnson Controls-Hitachi AirConditioning Spain,02. RAS-2WHVRP RWD-2.0NWE-200S with cooling kit,2019-08-08,Outdoor Air/Water,R32,1.2,5.5,+18°C/+23°C,25,2.61,9.6
